year_month,district,okrug,secondary_price_per_sqm,newbuild_price_per_sqm,rental_price_per_sqm_monthly,n_listings_secondary,n_listings_newbuild,n_listings_rental,cbr_key_rate_pct,avg_mortgage_rate_pct
2023-10,Meshchansky,CAO,557400,617700,2323,76,22,16,13.0,15.5
2023-11,Meshchansky,CAO,553600,597800,2306,78,60,12,13.0,15.5
2023-12,Meshchansky,CAO,580100,641100,2417,86,29,44,13.0,15.5
2024-01,Meshchansky,CAO,566000,620800,2358,80,78,113,16.0,18.5
2024-02,Meshchansky,CAO,567300,635400,2364,26,8,51,16.0,18.5
2024-03,Meshchansky,CAO,580200,627000,2418,112,22,106,16.0,18.5
2024-04,Meshchansky,CAO,552700,635600,2303,103,42,117,16.0,18.5
2024-05,Meshchansky,CAO,565200,636900,2355,41,70,30,16.0,18.5
2024-06,Meshchansky,CAO,560600,606600,2336,77,14,33,16.0,18.5
2024-07,Meshchansky,CAO,604300,662700,2518,182,5,46,16.0,18.5
2024-08,Meshchansky,CAO,574000,640500,2392,49,25,71,16.0,18.5
2024-09,Meshchansky,CAO,573900,628800,2391,169,30,45,16.0,18.5
2024-10,Meshchansky,CAO,548700,605400,2286,54,19,14,21.0,23.5
2024-11,Meshchansky,CAO,567900,607000,2366,54,45,93,21.0,23.5
2024-12,Meshchansky,CAO,533700,588000,2224,75,14,76,21.0,23.5
2025-01,Meshchansky,CAO,564000,626700,2350,32,65,12,21.0,23.5
2025-02,Meshchansky,CAO,569300,628100,2372,93,67,81,21.0,23.5
2025-03,Meshchansky,CAO,547100,619600,2280,125,71,84,21.0,23.5
2025-04,Meshchansky,CAO,558200,638700,2326,34,77,17,21.0,23.5
2025-05,Meshchansky,CAO,576500,618300,2402,82,49,12,21.0,23.5
2025-06,Meshchansky,CAO,569600,647500,2373,59,15,54,21.0,23.5
2025-07,Meshchansky,CAO,566100,600800,2359,104,21,72,17.0,19.5
2025-08,Meshchansky,CAO,527300,566600,2197,22,14,35,17.0,19.5
2025-09,Meshchansky,CAO,571600,616500,2382,112,20,45,17.0,19.5
2025-10,Meshchansky,CAO,570800,622000,2378,143,29,77,17.0,19.5
2025-11,Meshchansky,CAO,583900,646300,2433,107,9,117,17.0,19.5
2025-12,Meshchansky,CAO,545000,616000,2271,59,47,24,17.0,19.5
2026-01,Meshchansky,CAO,572300,638500,2384,141,24,95,17.0,19.5
2026-02,Meshchansky,CAO,582300,652100,2426,40,41,107,17.0,19.5
2026-03,Meshchansky,CAO,550100,611600,2292,146,61,71,17.0,19.5
2026-04,Meshchansky,CAO,564600,600800,2353,92,31,56,17.0,19.5
2020-01,Presnensky,CAO,439400,504100,1831,155,68,39,6.0,8.5
2020-02,Presnensky,CAO,476500,499100,1985,182,35,52,6.0,8.5
2020-03,Presnensky,CAO,457800,497200,1908,70,23,39,6.0,8.5
2020-04,Presnensky,CAO,460100,484700,1917,172,74,83,4.25,6.75
2020-05,Presnensky,CAO,489200,516600,2038,139,50,10,4.25,6.75
2020-06,Presnensky,CAO,471900,544700,1966,70,41,62,4.25,6.75
2020-07,Presnensky,CAO,493500,526900,2056,121,9,71,4.25,6.75
2020-08,Presnensky,CAO,493900,552700,2058,97,8,33,4.25,6.75
2020-09,Presnensky,CAO,506000,540400,2108,198,13,71,4.25,6.75
2020-10,Presnensky,CAO,519800,579700,2166,196,76,106,4.25,6.75
2020-11,Presnensky,CAO,508800,551000,2120,104,20,115,4.25,6.75
2020-12,Presnensky,CAO,495700,541000,2065,43,74,70,4.25,6.75
2021-01,Presnensky,CAO,526600,568100,2194,108,24,24,4.25,6.75
2021-02,Presnensky,CAO,545300,627000,2272,192,77,42,4.25,6.75
2021-03,Presnensky,CAO,537500,564700,2240,133,24,91,4.25,6.75
2021-04,Presnensky,CAO,549800,586800,2291,75,8,69,8.5,11.0
2021-05,Presnensky,CAO,551600,613100,2299,98,26,65,8.5,11.0
2021-06,Presnensky,CAO,569900,630300,2374,188,49,41,8.5,11.0
2021-07,Presnensky,CAO,561400,606100,2339,96,73,51,8.5,11.0
2021-08,Presnensky,CAO,556700,590100,2319,152,11,102,8.5,11.0
2021-09,Presnensky,CAO,611900,657100,2549,36,15,18,8.5,11.0
2021-10,Presnensky,CAO,613000,704700,2554,24,22,20,8.5,11.0
2021-11,Presnensky,CAO,608500,636700,2535,22,59,26,8.5,11.0
2021-12,Presnensky,CAO,601600,657800,2507,31,60,25,8.5,11.0
2022-01,Presnensky,CAO,642200,733900,2676,62,58,112,20.0,22.5
2022-02,Presnensky,CAO,622300,667800,2593,133,57,110,20.0,22.5
2022-03,Presnensky,CAO,623100,694100,2596,74,65,102,20.0,22.5
2022-04,Presnensky,CAO,608400,680800,2535,198,34,82,9.5,12.0
2022-05,Presnensky,CAO,605500,695000,2523,135,15,89,9.5,12.0
2022-06,Presnensky,CAO,602400,679000,2510,50,53,27,9.5,12.0
2022-07,Presnensky,CAO,589700,671000,2457,83,55,38,9.5,12.0
2022-08,Presnensky,CAO,595900,645000,2483,114,74,105,9.5,12.0
2022-09,Presnensky,CAO,591500,677500,2464,153,16,18,9.5,12.0
2022-10,Presnensky,CAO,651500,734300,2714,95,28,54,7.5,10.0
2022-11,Presnensky,CAO,669800,701300,2791,30,61,19,7.5,10.0
2022-12,Presnensky,CAO,616700,666200,2569,20,8,43,7.5,10.0
2023-01,Presnensky,CAO,693600,768600,2890,138,34,71,7.5,10.0
2023-02,Presnensky,CAO,656400,741800,2735,29,79,62,7.5,10.0
2023-03,Presnensky,CAO,673700,708800,2807,188,7,101,7.5,10.0
2023-04,Presnensky,CAO,667600,779700,2782,151,46,27,7.5,10.0
2023-05,Presnensky,CAO,653800,708500,2724,144,73,30,7.5,10.0
2023-06,Presnensky,CAO,681300,740100,2839,158,36,17,7.5,10.0
2023-07,Presnensky,CAO,702300,791800,2926,178,47,95,13.0,15.5
2023-08,Presnensky,CAO,670900,732400,2795,102,55,21,13.0,15.5
2023-09,Presnensky,CAO,648100,737400,2701,33,63,119,13.0,15.5
2023-10,Presnensky,CAO,702300,791300,2926,80,69,57,13.0,15.5
2023-11,Presnensky,CAO,681000,716300,2837,75,70,94,13.0,15.5
2023-12,Presnensky,CAO,675000,750100,2812,27,13,24,13.0,15.5
2024-01,Presnensky,CAO,727000,821400,3029,170,46,82,16.0,18.5
2024-02,Presnensky,CAO,698200,776600,2909,102,46,45,16.0,18.5
2024-03,Presnensky,CAO,709300,795700,2955,167,43,82,16.0,18.5
2024-04,Presnensky,CAO,709900,786500,2958,184,74,54,16.0,18.5
2024-05,Presnensky,CAO,677600,744700,2823,28,37,50,16.0,18.5
2024-06,Presnensky,CAO,703300,803100,2930,148,40,63,16.0,18.5
2024-07,Presnensky,CAO,738300,816200,3076,135,75,37,16.0,18.5
2024-08,Presnensky,CAO,695300,772100,2897,60,36,90,16.0,18.5
2024-09,Presnensky,CAO,716200,792800,2984,132,35,33,16.0,18.5
2024-10,Presnensky,CAO,705700,783500,2940,68,33,105,21.0,23.5
2024-11,Presnensky,CAO,682000,767400,2842,153,50,38,21.0,23.5
2024-12,Presnensky,CAO,733500,798300,3056,120,59,71,21.0,23.5
2025-01,Presnensky,CAO,686400,765900,2860,47,15,88,21.0,23.5
2025-02,Presnensky,CAO,682700,741100,2845,119,78,75,21.0,23.5
2025-03,Presnensky,CAO,700600,763200,2919,146,76,36,21.0,23.5
2025-04,Presnensky,CAO,687300,740200,2864,192,67,46,21.0,23.5
2025-05,Presnensky,CAO,708100,763100,2950,95,27,99,21.0,23.5
2025-06,Presnensky,CAO,683500,761700,2848,127,66,75,21.0,23.5
2025-07,Presnensky,CAO,702000,806500,2925,50,58,10,17.0,19.5
2025-08,Presnensky,CAO,663100,756200,2763,115,32,60,17.0,19.5
2025-09,Presnensky,CAO,686900,770100,2862,40,57,81,17.0,19.5
2025-10,Presnensky,CAO,668100,767200,2784,42,23,72,17.0,19.5
2025-11,Presnensky,CAO,681100,764000,2838,176,20,49,17.0,19.5
2025-12,Presnensky,CAO,689900,756000,2875,184,70,20,17.0,19.5
2026-01,Presnensky,CAO,697700,784800,2907,61,73,111,17.0,19.5
2026-02,Presnensky,CAO,702700,773000,2928,98,33,37,17.0,19.5
2026-03,Presnensky,CAO,701800,787400,2924,23,7,111,17.0,19.5
2026-04,Presnensky,CAO,698700,783100,2911,190,42,56,17.0,19.5
2020-01,Tagansky,CAO,352300,391100,1468,184,20,50,6.0,8.5
2020-02,Tagansky,CAO,351900,380200,1466,87,67,19,6.0,8.5
2020-03,Tagansky,CAO,378400,418100,1577,191,61,80,6.0,8.5
2020-04,Tagansky,CAO,382200,422800,1593,71,21,26,4.25,6.75
2020-05,Tagansky,CAO,371800,423300,1549,53,67,67,4.25,6.75
2020-06,Tagansky,CAO,383900,408500,1600,125,14,105,4.25,6.75
2020-07,Tagansky,CAO,376400,404000,1568,63,66,87,4.25,6.75
2020-08,Tagansky,CAO,403000,434500,1679,188,75,63,4.25,6.75
2020-09,Tagansky,CAO,396000,434500,1650,135,14,58,4.25,6.75
2020-10,Tagansky,CAO,411200,453600,1713,107,27,45,4.25,6.75
2020-11,Tagansky,CAO,417100,456400,1738,169,47,24,4.25,6.75
2020-12,Tagansky,CAO,421000,467600,1754,183,13,106,4.25,6.75
2021-01,Tagansky,CAO,418200,466800,1743,140,34,25,4.25,6.75
2021-02,Tagansky,CAO,427200,475600,1780,172,75,110,4.25,6.75
2021-03,Tagansky,CAO,442400,491400,1844,87,54,61,4.25,6.75
2021-04,Tagansky,CAO,429800,452600,1791,178,77,23,8.5,11.0
2021-05,Tagansky,CAO,449200,479900,1871,73,38,104,8.5,11.0
2021-06,Tagansky,CAO,460200,493200,1918,26,51,51,8.5,11.0
2021-07,Tagansky,CAO,465800,489100,1941,27,51,18,8.5,11.0
2021-08,Tagansky,CAO,476500,533400,1985,186,33,27,8.5,11.0
2021-09,Tagansky,CAO,499500,558400,2081,137,57,58,8.5,11.0
2021-10,Tagansky,CAO,462500,509700,1927,71,49,105,8.5,11.0
2021-11,Tagansky,CAO,456300,488300,1901,151,36,108,8.5,11.0
2021-12,Tagansky,CAO,482100,540500,2009,53,7,32,8.5,11.0
2022-01,Tagansky,CAO,487000,535800,2029,130,55,95,20.0,22.5
2022-02,Tagansky,CAO,475900,543000,1983,22,33,14,20.0,22.5
2022-03,Tagansky,CAO,469500,520000,1956,126,21,18,20.0,22.5
2022-04,Tagansky,CAO,459200,522300,1914,198,75,88,9.5,12.0
2022-05,Tagansky,CAO,486700,539800,2028,93,57,67,9.5,12.0
2022-06,Tagansky,CAO,478400,531100,1994,77,33,34,9.5,12.0
2022-07,Tagansky,CAO,476400,516200,1985,122,64,38,9.5,12.0
2022-08,Tagansky,CAO,476000,532500,1983,44,7,12,9.5,12.0
2022-09,Tagansky,CAO,478800,521900,1995,90,21,87,9.5,12.0
2022-10,Tagansky,CAO,498900,543400,2079,116,34,68,7.5,10.0
2022-11,Tagansky,CAO,484800,520200,2020,45,60,39,7.5,10.0
2022-12,Tagansky,CAO,526300,573800,2193,31,5,109,7.5,10.0
2023-01,Tagansky,CAO,506900,593800,2112,131,20,101,7.5,10.0
2023-02,Tagansky,CAO,498900,523900,2079,96,53,96,7.5,10.0
2023-03,Tagansky,CAO,527700,599900,2199,180,46,51,7.5,10.0
2023-04,Tagansky,CAO,522000,557300,2175,33,37,75,7.5,10.0
2023-05,Tagansky,CAO,523300,595000,2180,173,70,69,7.5,10.0
2023-06,Tagansky,CAO,524100,572900,2184,83,66,91,7.5,10.0
2023-07,Tagansky,CAO,527100,555100,2196,155,67,82,13.0,15.5
2023-08,Tagansky,CAO,519000,562300,2162,150,51,44,13.0,15.5
2023-09,Tagansky,CAO,551100,615900,2296,116,66,85,13.0,15.5
2023-10,Tagansky,CAO,525300,594400,2189,148,39,83,13.0,15.5
2023-11,Tagansky,CAO,556700,596400,2320,40,48,60,13.0,15.5
2023-12,Tagansky,CAO,545400,593600,2273,40,58,62,13.0,15.5
2024-01,Tagansky,CAO,545900,607500,2275,136,75,11,16.0,18.5
2024-02,Tagansky,CAO,573700,636300,2390,136,9,46,16.0,18.5
2024-03,Tagansky,CAO,550800,605600,2295,91,25,82,16.0,18.5
2024-04,Tagansky,CAO,562900,608700,2346,139,25,26,16.0,18.5
2024-05,Tagansky,CAO,563400,623800,2348,41,79,119,16.0,18.5
2024-06,Tagansky,CAO,558600,605800,2328,27,12,59,16.0,18.5
2024-07,Tagansky,CAO,556100,594000,2317,83,25,43,16.0,18.5
2024-08,Tagansky,CAO,573800,653700,2391,122,58,113,16.0,18.5
2024-09,Tagansky,CAO,571200,643000,2380,121,13,25,16.0,18.5
2024-10,Tagansky,CAO,555400,582500,2314,149,7,45,21.0,23.5
2024-11,Tagansky,CAO,541000,601300,2254,24,71,44,21.0,23.5
2024-12,Tagansky,CAO,542000,590300,2258,93,70,117,21.0,23.5
2025-01,Tagansky,CAO,559700,618900,2332,162,24,113,21.0,23.5
2025-02,Tagansky,CAO,557600,618900,2323,68,59,63,21.0,23.5
2025-03,Tagansky,CAO,557100,588200,2321,64,30,77,21.0,23.5
2025-04,Tagansky,CAO,542200,590600,2259,64,41,87,21.0,23.5
2025-05,Tagansky,CAO,566400,653800,2360,166,20,93,21.0,23.5
2025-06,Tagansky,CAO,535100,583300,2230,63,24,89,21.0,23.5
2025-07,Tagansky,CAO,542800,581100,2262,38,31,21,17.0,19.5
2025-08,Tagansky,CAO,558200,592300,2326,77,57,98,17.0,19.5
2025-09,Tagansky,CAO,568900,626600,2370,173,7,98,17.0,19.5
2025-10,Tagansky,CAO,554200,637400,2309,26,6,48,17.0,19.5
2025-11,Tagansky,CAO,553000,597700,2304,77,44,62,17.0,19.5
2025-12,Tagansky,CAO,540100,598000,2250,183,53,76,17.0,19.5
2026-01,Tagansky,CAO,549900,603100,2291,21,41,73,17.0,19.5
2026-02,Tagansky,CAO,559000,604700,2329,197,43,86,17.0,19.5
2026-03,Tagansky,CAO,548500,595600,2286,125,64,34,17.0,19.5
2026-04,Tagansky,CAO,563700,629500,2349,139,79,26,17.0,19.5
2020-01,Tverskoy,CAO,464100,509600,1934,149,17,71,6.0,8.5
2020-02,Tverskoy,CAO,475700,498500,1982,144,54,74,6.0,8.5
2020-03,Tverskoy,CAO,472800,510800,1970,129,22,104,6.0,8.5
2020-04,Tverskoy,CAO,491200,550200,2047,54,68,65,4.25,6.75
2020-05,Tverskoy,CAO,475000,524900,1979,157,72,102,4.25,6.75
2020-06,Tverskoy,CAO,516300,533500,2151,94,38,15,4.25,6.75
2020-07,Tverskoy,CAO,497200,530100,2072,153,36,14,4.25,6.75
2020-08,Tverskoy,CAO,499900,557600,2083,185,28,105,4.25,6.75
2020-09,Tverskoy,CAO,509300,552000,2122,176,53,10,4.25,6.75
2020-10,Tverskoy,CAO,525700,580100,2190,36,65,77,4.25,6.75
2020-11,Tverskoy,CAO,508400,551300,2118,89,33,35,4.25,6.75
2020-12,Tverskoy,CAO,556400,609900,2319,152,14,36,4.25,6.75
2021-01,Tverskoy,CAO,522300,578000,2176,24,37,96,4.25,6.75
2021-02,Tverskoy,CAO,523200,567200,2180,43,64,14,4.25,6.75
2021-03,Tverskoy,CAO,563200,614800,2347,55,65,39,4.25,6.75
2021-04,Tverskoy,CAO,583900,628400,2433,75,41,93,8.5,11.0
2021-05,Tverskoy,CAO,578400,646800,2410,176,39,44,8.5,11.0
2021-06,Tverskoy,CAO,592300,653300,2468,74,78,29,8.5,11.0
2021-07,Tverskoy,CAO,618000,693900,2575,110,21,37,8.5,11.0
2021-08,Tverskoy,CAO,629200,665200,2622,108,7,45,8.5,11.0
2021-09,Tverskoy,CAO,594000,683800,2475,155,12,16,8.5,11.0
2021-10,Tverskoy,CAO,598600,658800,2494,38,34,19,8.5,11.0
2021-11,Tverskoy,CAO,657100,715400,2738,64,70,58,8.5,11.0
2021-12,Tverskoy,CAO,644000,690600,2683,48,40,42,8.5,11.0
2022-01,Tverskoy,CAO,651100,702500,2713,125,68,61,20.0,22.5
2022-02,Tverskoy,CAO,613000,679600,2554,146,58,20,20.0,22.5
2022-03,Tverskoy,CAO,606200,658200,2526,91,47,46,20.0,22.5
2022-04,Tverskoy,CAO,625900,687700,2608,106,12,49,9.5,12.0
2022-05,Tverskoy,CAO,636400,701500,2652,96,10,56,9.5,12.0
2022-06,Tverskoy,CAO,616400,640600,2568,167,9,72,9.5,12.0
2022-07,Tverskoy,CAO,620600,673500,2586,64,17,31,9.5,12.0
2022-08,Tverskoy,CAO,654000,709400,2725,195,14,30,9.5,12.0
2022-09,Tverskoy,CAO,669500,763200,2790,33,78,115,9.5,12.0
2022-10,Tverskoy,CAO,642800,698900,2678,110,71,112,7.5,10.0
2022-11,Tverskoy,CAO,649900,724800,2708,32,6,114,7.5,10.0
2022-12,Tverskoy,CAO,644500,701200,2685,130,17,65,7.5,10.0
2023-01,Tverskoy,CAO,647700,692700,2699,146,34,33,7.5,10.0
2023-02,Tverskoy,CAO,683000,743300,2846,194,72,104,7.5,10.0
2023-03,Tverskoy,CAO,677500,747200,2823,69,8,62,7.5,10.0
2023-04,Tverskoy,CAO,691500,747600,2881,60,79,13,7.5,10.0
2023-05,Tverskoy,CAO,691400,754900,2881,28,79,84,7.5,10.0
2023-06,Tverskoy,CAO,689000,751400,2871,155,35,35,7.5,10.0
2023-07,Tverskoy,CAO,686000,757200,2858,154,75,34,13.0,15.5
2023-08,Tverskoy,CAO,690200,729800,2876,150,29,89,13.0,15.5
2023-09,Tverskoy,CAO,700300,757500,2918,50,63,29,13.0,15.5
2023-10,Tverskoy,CAO,679700,770500,2832,139,16,66,13.0,15.5
2023-11,Tverskoy,CAO,740000,801500,3083,179,76,52,13.0,15.5
2023-12,Tverskoy,CAO,737100,834600,3071,168,28,115,13.0,15.5
2024-01,Tverskoy,CAO,712700,769700,2970,82,21,103,16.0,18.5
2024-02,Tverskoy,CAO,714300,821500,2976,93,5,80,16.0,18.5
2024-03,Tverskoy,CAO,724700,812500,3019,172,51,17,16.0,18.5
2024-04,Tverskoy,CAO,697600,783600,2907,131,56,30,16.0,18.5
2024-05,Tverskoy,CAO,757600,824800,3157,127,28,85,16.0,18.5
2024-06,Tverskoy,CAO,721600,806700,3007,132,53,59,16.0,18.5
2024-07,Tverskoy,CAO,737600,828200,3073,98,14,19,16.0,18.5
2024-08,Tverskoy,CAO,713400,791500,2973,108,32,55,16.0,18.5
2024-09,Tverskoy,CAO,721000,779000,3004,100,25,36,16.0,18.5
2024-10,Tverskoy,CAO,695000,760800,2896,81,45,109,21.0,23.5
2024-11,Tverskoy,CAO,716400,771800,2985,24,53,18,21.0,23.5
2024-12,Tverskoy,CAO,726400,769300,3026,88,61,97,21.0,23.5
2025-01,Tverskoy,CAO,668500,761100,2785,27,14,64,21.0,23.5
2025-02,Tverskoy,CAO,709100,767300,2954,194,74,103,21.0,23.5
2025-03,Tverskoy,CAO,739700,817900,3082,57,15,43,21.0,23.5
2025-04,Tverskoy,CAO,693100,756100,2888,120,39,117,21.0,23.5
2025-05,Tverskoy,CAO,748600,813100,3119,88,34,49,21.0,23.5
2025-06,Tverskoy,CAO,700900,784900,2920,133,59,69,21.0,23.5
2025-07,Tverskoy,CAO,715500,823900,2981,158,9,108,17.0,19.5
2025-08,Tverskoy,CAO,704700,796100,2936,186,40,18,17.0,19.5
2025-09,Tverskoy,CAO,730600,833900,3044,72,17,108,17.0,19.5
2025-10,Tverskoy,CAO,703700,775000,2932,66,74,58,17.0,19.5
2025-11,Tverskoy,CAO,740600,839400,3086,59,46,93,17.0,19.5
2025-12,Tverskoy,CAO,707800,787300,2949,43,62,114,17.0,19.5
2026-01,Tverskoy,CAO,741400,803500,3089,39,8,107,17.0,19.5
2026-02,Tverskoy,CAO,715200,768300,2980,87,26,59,17.0,19.5
2026-03,Tverskoy,CAO,745800,841300,3107,48,73,39,17.0,19.5
2026-04,Tverskoy,CAO,699900,780000,2916,144,56,62,17.0,19.5
2020-01,Khamovniki,CAO,514900,567000,2145,140,63,72,6.0,8.5
2020-02,Khamovniki,CAO,518900,568100,2162,44,37,76,6.0,8.5
2020-03,Khamovniki,CAO,529000,594500,2204,150,75,74,6.0,8.5
2020-04,Khamovniki,CAO,546900,585200,2279,104,48,37,4.25,6.75
2020-05,Khamovniki,CAO,517600,548200,2157,142,53,65,4.25,6.75
2020-06,Khamovniki,CAO,534400,585400,2227,113,30,103,4.25,6.75
2020-07,Khamovniki,CAO,533700,575700,2224,70,63,61,4.25,6.75
2020-08,Khamovniki,CAO,546600,584800,2278,169,27,116,4.25,6.75
2020-09,Khamovniki,CAO,579400,642400,2414,72,32,50,4.25,6.75
2020-10,Khamovniki,CAO,569400,640400,2373,195,72,54,4.25,6.75
2020-11,Khamovniki,CAO,568400,618000,2368,116,35,94,4.25,6.75
2020-12,Khamovniki,CAO,592600,630600,2469,138,21,90,4.25,6.75
2021-01,Khamovniki,CAO,582100,657100,2426,22,66,70,4.25,6.75
2021-02,Khamovniki,CAO,628900,671900,2620,66,16,34,4.25,6.75
2021-03,Khamovniki,CAO,595600,649000,2481,177,71,115,4.25,6.75
2021-04,Khamovniki,CAO,650300,707600,2709,42,25,80,8.5,11.0
2021-05,Khamovniki,CAO,661500,707700,2756,24,12,13,8.5,11.0
2021-06,Khamovniki,CAO,646000,696600,2692,181,68,63,8.5,11.0
2021-07,Khamovniki,CAO,632800,737600,2637,81,32,36,8.5,11.0
2021-08,Khamovniki,CAO,659200,752100,2746,182,52,92,8.5,11.0
2021-09,Khamovniki,CAO,645400,699000,2689,68,53,92,8.5,11.0
2021-10,Khamovniki,CAO,667300,737500,2780,48,49,16,8.5,11.0
2021-11,Khamovniki,CAO,683200,746300,2847,95,78,18,8.5,11.0
2021-12,Khamovniki,CAO,710000,781500,2958,163,19,68,8.5,11.0
2022-01,Khamovniki,CAO,698800,725300,2912,60,7,42,20.0,22.5
2022-02,Khamovniki,CAO,690500,765600,2877,167,17,48,20.0,22.5
2022-03,Khamovniki,CAO,636200,730000,2651,93,28,68,20.0,22.5
2022-04,Khamovniki,CAO,663500,745400,2764,111,18,117,9.5,12.0
2022-05,Khamovniki,CAO,685000,742100,2854,168,8,72,9.5,12.0
2022-06,Khamovniki,CAO,642500,705800,2677,36,39,37,9.5,12.0
2022-07,Khamovniki,CAO,671600,749100,2798,100,72,101,9.5,12.0
2022-08,Khamovniki,CAO,684500,776400,2852,20,63,118,9.5,12.0
2022-09,Khamovniki,CAO,699200,748300,2913,116,40,11,9.5,12.0
2022-10,Khamovniki,CAO,702600,777800,2927,167,26,85,7.5,10.0
2022-11,Khamovniki,CAO,731500,812200,3048,122,7,108,7.5,10.0
2022-12,Khamovniki,CAO,757900,821300,3158,195,29,25,7.5,10.0
2023-01,Khamovniki,CAO,732400,823400,3052,29,29,45,7.5,10.0
2023-02,Khamovniki,CAO,723400,803400,3014,159,9,103,7.5,10.0
2023-03,Khamovniki,CAO,741900,824200,3091,118,77,109,7.5,10.0
2023-04,Khamovniki,CAO,741900,811500,3091,130,67,60,7.5,10.0
2023-05,Khamovniki,CAO,737100,802600,3071,26,56,118,7.5,10.0
2023-06,Khamovniki,CAO,741500,808100,3090,99,54,88,7.5,10.0
2023-07,Khamovniki,CAO,754500,884100,3144,103,15,58,13.0,15.5
2023-08,Khamovniki,CAO,751400,829900,3131,167,39,21,13.0,15.5
2023-09,Khamovniki,CAO,780700,880600,3253,188,57,11,13.0,15.5
2023-10,Khamovniki,CAO,782900,859900,3262,119,57,90,13.0,15.5
2023-11,Khamovniki,CAO,756200,837100,3151,55,53,40,13.0,15.5
2023-12,Khamovniki,CAO,774500,865800,3227,53,9,45,13.0,15.5
2024-01,Khamovniki,CAO,767500,831200,3198,176,67,42,16.0,18.5
2024-02,Khamovniki,CAO,773300,859200,3222,196,36,110,16.0,18.5
2024-03,Khamovniki,CAO,762700,842400,3178,28,27,61,16.0,18.5
2024-04,Khamovniki,CAO,802100,884500,3342,187,69,98,16.0,18.5
2024-05,Khamovniki,CAO,786400,869300,3277,115,52,53,16.0,18.5
2024-06,Khamovniki,CAO,810300,916000,3376,128,52,89,16.0,18.5
2024-07,Khamovniki,CAO,771700,843100,3215,186,8,95,16.0,18.5
2024-08,Khamovniki,CAO,806700,924900,3361,81,23,102,16.0,18.5
2024-09,Khamovniki,CAO,784100,853600,3267,186,45,64,16.0,18.5
2024-10,Khamovniki,CAO,771000,814600,3212,29,64,50,21.0,23.5
2024-11,Khamovniki,CAO,761100,826500,3171,194,59,10,21.0,23.5
2024-12,Khamovniki,CAO,780500,893000,3252,125,47,79,21.0,23.5
2025-01,Khamovniki,CAO,770300,834300,3209,56,45,71,21.0,23.5
2025-02,Khamovniki,CAO,769100,814700,3205,27,79,103,21.0,23.5
2025-03,Khamovniki,CAO,768500,846500,3202,50,31,58,21.0,23.5
2025-04,Khamovniki,CAO,736300,784700,3068,62,42,31,21.0,23.5
2025-05,Khamovniki,CAO,750300,845900,3126,124,15,41,21.0,23.5
2025-06,Khamovniki,CAO,785500,841600,3273,79,68,91,21.0,23.5
2025-07,Khamovniki,CAO,746700,819500,3111,69,62,87,17.0,19.5
2025-08,Khamovniki,CAO,770000,837000,3208,59,9,115,17.0,19.5
2025-09,Khamovniki,CAO,787100,876500,3280,133,33,25,17.0,19.5
2025-10,Khamovniki,CAO,806800,894100,3362,96,73,22,17.0,19.5
2025-11,Khamovniki,CAO,777500,873700,3239,134,23,84,17.0,19.5
2025-12,Khamovniki,CAO,770700,845500,3211,83,25,42,17.0,19.5
2026-01,Khamovniki,CAO,794900,887100,3312,141,41,13,17.0,19.5
2026-02,Khamovniki,CAO,760500,848300,3169,188,76,29,17.0,19.5
2026-03,Khamovniki,CAO,780200,817700,3251,184,6,78,17.0,19.5
2026-04,Khamovniki,CAO,812700,891900,3386,133,65,116,17.0,19.5
2020-01,Yakimanka,CAO,462000,496900,1925,183,38,118,6.0,8.5
2020-02,Yakimanka,CAO,460400,498800,1918,77,31,69,6.0,8.5
2020-03,Yakimanka,CAO,468400,504100,1952,146,16,38,6.0,8.5
2020-04,Yakimanka,CAO,483400,537800,2014,24,60,116,4.25,6.75
2020-05,Yakimanka,CAO,501700,545600,2091,38,5,107,4.25,6.75
2020-06,Yakimanka,CAO,483400,556000,2014,31,33,55,4.25,6.75
2020-07,Yakimanka,CAO,483500,517200,2014,179,50,41,4.25,6.75
2020-08,Yakimanka,CAO,539400,588700,2248,37,34,17,4.25,6.75
2020-09,Yakimanka,CAO,510900,561300,2129,110,46,100,4.25,6.75
2020-10,Yakimanka,CAO,514600,590200,2144,181,25,71,4.25,6.75
2020-11,Yakimanka,CAO,518900,583900,2162,27,46,99,4.25,6.75
2020-12,Yakimanka,CAO,547000,588100,2279,171,76,60,4.25,6.75
2021-01,Yakimanka,CAO,541000,603300,2254,151,40,100,4.25,6.75
2021-02,Yakimanka,CAO,547200,605700,2280,98,51,94,4.25,6.75
2021-03,Yakimanka,CAO,563000,608300,2346,133,38,96,4.25,6.75
2021-04,Yakimanka,CAO,557100,620100,2321,69,71,88,8.5,11.0
2021-05,Yakimanka,CAO,608100,655000,2534,72,50,43,8.5,11.0
2021-06,Yakimanka,CAO,591500,670100,2465,199,15,65,8.5,11.0
2021-07,Yakimanka,CAO,607900,676500,2533,130,6,42,8.5,11.0
2021-08,Yakimanka,CAO,582200,636200,2426,87,68,79,8.5,11.0
2021-09,Yakimanka,CAO,589100,666200,2455,64,58,108,8.5,11.0
2021-10,Yakimanka,CAO,604200,655900,2517,117,53,93,8.5,11.0
2021-11,Yakimanka,CAO,631300,688500,2630,162,46,25,8.5,11.0
2021-12,Yakimanka,CAO,613200,676400,2555,22,41,39,8.5,11.0
2022-01,Yakimanka,CAO,620300,692600,2584,86,53,105,20.0,22.5
