DISTRICT,BUILDING_TYPE,RENOVATION,SELLER_TYPE,TOTAL_PROPERTIES
Vnukovskoye,brick,cosmetic,agency,17
Tyoply Stan,panel,no_renovation,agency,17
Ivanovskoye,monolith,cosmetic,agency,17
Golyanovo,brick,euro,agency,17
Maryina Roshcha,panel,cosmetic,agency,17
Butyrsky,monolith,euro,agency,17
Kurkino,brick,euro,agency,17
Strogino,brick,euro,agency,17
Moskovsky,khrushchev,cosmetic,agency,17
Shchukino,khrushchev,cosmetic,agency,17
Mitino,khrushchev,cosmetic,agency,17
Vnukovskoye,monolith,euro,agency,17
Levoberezhny,panel,euro,agency,17
Cheryomushki,brick,cosmetic,agency,17
Shcherbinka,monolith,cosmetic,agency,17
Novofyodorovskoye,brick,cosmetic,agency,17
Kuntsevo,brick,euro,agency,17
Khoroshyovsky,monolith,euro,agency,17
Arbat,khrushchev,euro,agency,17
Levoberezhny,monolith,cosmetic,owner,17
Voykovsky,panel,cosmetic,agency,17
Zamoskvorechye,khrushchev,euro,agency,17
Filimonkovskoye,modern_panel,euro,agency,17
Orekhovo-Borisovo Severnoye,khrushchev,euro,agency,17
Kurkino,monolith,cosmetic,agency,17
Rogovskoye,modern_panel,cosmetic,agency,17
Timiryazevsky,brick,euro,agency,17
Izmaylovo,khrushchev,euro,agency,17
Nagorny,monolith,euro,agency,17
Biryulyovo Vostochnoye,monolith,cosmetic,owner,17
Orekhovo-Borisovo Yuzhnoye,brick,euro,agency,17
Mikhaylovo-Yartsevskoye,monolith,cosmetic,agency,17
Kuntsevo,brick,no_renovation,agency,17
Moskvorechye-Saburovo,monolith,cosmetic,owner,17
Strogino,khrushchev,euro,agency,17
Tyoply Stan,panel,cosmetic,owner,17
Khoroshyovo-Mnyovniki,brick,cosmetic,agency,17
Otradnoye,panel,euro,agency,17
Ryazanovskoye,monolith,cosmetic,agency,17
Moskovsky,brick,cosmetic,agency,17
Babushkinsky,khrushchev,euro,agency,17
Meshchansky,brick,cosmetic,owner,17
Khamovniki,monolith,euro,agency,17
Koptevo,modern_panel,euro,agency,17
Sviblovo,brick,cosmetic,agency,17
Yuzhnoye Medvedkovo,panel,euro,agency,17
Novogireyevo,khrushchev,euro,agency,17
Obruchevsky,monolith,euro,agency,17
Kievsky,monolith,euro,agency,17
Novo-Peredelkino,panel,euro,agency,17
Nagatino-Sadovniki,panel,euro,agency,17
Kotlovka,monolith,euro,agency,17
Tagansky,brick,cosmetic,agency,17
Prospekt Vernadskogo,panel,euro,agency,17
Zapadnoye Degunino,brick,euro,agency,17
Otradnoye,brick,euro,agency,17
Konkovo,brick,cosmetic,agency,17
Vostochnoye Izmaylovo,monolith,euro,agency,17
Veshnyaki,modern_panel,cosmetic,agency,17
Novokosino,panel,cosmetic,owner,17
Rostokino,modern_panel,cosmetic,owner,17
Ostankinsky,panel,no_renovation,agency,17
Kurkino,brick,cosmetic,agency,16
Donskoy,monolith,cosmetic,agency,16
Prospekt Vernadskogo,brick,euro,agency,16
Krasnoselsky,khrushchev,euro,agency,16
Ramenki,monolith,cosmetic,owner,16
Arbat,panel,euro,agency,16
Kuntsevo,panel,cosmetic,agency,16
Severnoye Tushino,modern_panel,euro,agency,16
Lomonosovsky,panel,cosmetic,owner,16
Severny,monolith,euro,agency,16
Marushkinskoye,brick,cosmetic,owner,16
Rogovskoye,monolith,euro,agency,16
Ivanovskoye,brick,euro,agency,16
Kievsky,khrushchev,euro,agency,16
Kurkino,khrushchev,euro,agency,16
Zamoskvorechye,brick,euro,owner,16
Presnensky,panel,euro,agency,16
Nagatinsky Zaton,khrushchev,cosmetic,agency,16
Butyrsky,modern_panel,cosmetic,agency,16
Severnoye Medvedkovo,panel,no_renovation,agency,16
Mosrentgen,panel,cosmetic,owner,16
Golovinsky,panel,cosmetic,owner,16
Vostochny,brick,cosmetic,agency,16
Beskudnikovsky,modern_panel,euro,agency,16
Basmanny,khrushchev,cosmetic,agency,16
Bibirevo,modern_panel,cosmetic,agency,16
Levoberezhny,modern_panel,euro,agency,16
Voronovskoye,khrushchev,euro,agency,16
Severnoye Izmaylovo,khrushchev,cosmetic,agency,16
Krasnopakhorskoye,khrushchev,euro,agency,16
Pervomayskoye,brick,no_renovation,agency,16
Fili-Davydkovo,brick,euro,agency,16
Yuzhnoye Medvedkovo,panel,cosmetic,agency,16
Bogorodskoye,monolith,cosmetic,owner,16
Kosino-Ukhtomsky,monolith,euro,owner,16
Savyolovsky,panel,no_renovation,agency,16
Arbat,khrushchev,cosmetic,agency,16
Levoberezhny,modern_panel,cosmetic,owner,16
Sokol,panel,no_renovation,agency,16
Krasnoselsky,khrushchev,cosmetic,agency,16
Klyonovskoye,khrushchev,cosmetic,agency,16
Babushkinsky,brick,euro,agency,16
Basmanny,brick,euro,agency,16
Zamoskvorechye,panel,euro,agency,16
Nagatino-Sadovniki,monolith,cosmetic,agency,16
Biryulyovo Zapadnoye,monolith,no_renovation,agency,16
Severnoye Tushino,panel,euro,agency,16
Veshnyaki,monolith,cosmetic,agency,16
Zapadnoye Degunino,panel,cosmetic,agency,16
Vnukovo,panel,euro,agency,16
Kotlovka,panel,cosmetic,agency,16
Golovinsky,panel,euro,owner,16
Troparyovo-Nikulino,modern_panel,euro,agency,16
Klyonovskoye,modern_panel,euro,agency,16
Sokol,modern_panel,cosmetic,agency,16
Nagorny,khrushchev,euro,agency,16
Timiryazevsky,panel,no_renovation,agency,16
Ramenki,modern_panel,no_renovation,agency,16
Zyuzino,monolith,cosmetic,owner,16
Voykovsky,khrushchev,cosmetic,agency,16
Butyrsky,brick,cosmetic,agency,16
Novogireyevo,khrushchev,cosmetic,owner,16
Zelenograd,modern_panel,euro,agency,16
Sokolniki,brick,cosmetic,agency,16
Yakimanka,panel,euro,agency,16
Babushkinsky,panel,euro,agency,16
Ramenki,modern_panel,euro,agency,16
Novogireyevo,monolith,euro,agency,16
Tsaritsyno,khrushchev,euro,agency,16
Presnensky,modern_panel,cosmetic,owner,16
Bogorodskoye,modern_panel,euro,agency,16
Zamoskvorechye,khrushchev,cosmetic,owner,16
Beskudnikovsky,panel,euro,agency,16
Chertanovo Tsentralnoye,panel,euro,agency,16
Sokolinaya Gora,brick,euro,agency,16
Kosino-Ukhtomsky,panel,cosmetic,agency,16
Lomonosovsky,khrushchev,cosmetic,agency,16
Bibirevo,brick,euro,agency,16
Kievsky,brick,euro,agency,16
Severny,monolith,no_renovation,agency,16
Khoroshyovsky,khrushchev,cosmetic,agency,16
Perovo,khrushchev,cosmetic,agency,16
Novo-Peredelkino,khrushchev,euro,agency,16
Novo-Peredelkino,monolith,euro,agency,16
Severnoye Tushino,monolith,euro,agency,16
Kosino-Ukhtomsky,monolith,cosmetic,agency,16
Voskresenskoye,monolith,cosmetic,agency,16
Ramenki,brick,cosmetic,owner,16
Donskoy,modern_panel,cosmetic,agency,16
Molzhaninovsky,panel,euro,agency,16
Shcherbinka,monolith,euro,agency,16
Beskudnikovsky,modern_panel,cosmetic,agency,16
Kosino-Ukhtomsky,khrushchev,cosmetic,agency,16
Tyoply Stan,brick,euro,agency,16
Zapadnoye Degunino,modern_panel,euro,agency,16
Troparyovo-Nikulino,khrushchev,cosmetic,agency,16
Donskoy,monolith,euro,agency,16
Golovinsky,panel,euro,agency,16
Otradnoye,monolith,cosmetic,agency,16
Yuzhnoye Tushino,monolith,euro,agency,16
Novofyodorovskoye,monolith,cosmetic,owner,16
Zelenograd,khrushchev,cosmetic,agency,16
Marfino,modern_panel,euro,agency,16
Chertanovo Yuzhnoye,khrushchev,cosmetic,agency,16
Yuzhnoye Butovo,panel,euro,agency,16
Alekseevsky,monolith,euro,owner,16
Altufyevsky,khrushchev,cosmetic,agency,16
Donskoy,panel,euro,agency,16
Mikhaylovo-Yartsevskoye,panel,euro,agency,16
Bogorodskoye,panel,cosmetic,agency,16
Severnoye Tushino,panel,no_renovation,agency,16
Konkovo,modern_panel,cosmetic,owner,16
Vnukovo,brick,euro,agency,16
Golovinsky,brick,cosmetic,agency,16
Begovoy,khrushchev,cosmetic,agency,16
Khoroshyovsky,brick,euro,agency,16
Desyonovskoye,modern_panel,no_renovation,agency,16
Golovinsky,khrushchev,euro,agency,15
Krylatskoye,monolith,euro,agency,15
Filyovsky Park,khrushchev,cosmetic,agency,15
Rogovskoye,brick,euro,agency,15
Veshnyaki,brick,cosmetic,agency,15
Yaroslavsky,khrushchev,cosmetic,agency,15
Yasenevo,modern_panel,cosmetic,owner,15
Akademichesky,monolith,cosmetic,agency,15
Tagansky,panel,cosmetic,owner,15
Prospekt Vernadskogo,monolith,cosmetic,owner,15
Krasnopakhorskoye,monolith,no_renovation,agency,15
Levoberezhny,panel,euro,owner,15
Klyonovskoye,modern_panel,cosmetic,agency,15
Losinoostrovsky,monolith,cosmetic,owner,15
Veshnyaki,panel,euro,agency,15
Severnoye Tushino,modern_panel,cosmetic,owner,15
Novofyodorovskoye,modern_panel,cosmetic,owner,15
Begovoy,panel,euro,agency,15
Mitino,panel,cosmetic,agency,15
Savyolovsky,brick,cosmetic,agency,15
Nagatino-Sadovniki,khrushchev,cosmetic,agency,15
Gagarinsky,panel,euro,agency,15
Presnensky,monolith,euro,agency,15
Savyolovsky,panel,cosmetic,agency,15
Mozhaysky,monolith,euro,agency,15
Mitino,brick,cosmetic,agency,15
Aeroport,monolith,cosmetic,owner,15
Zamoskvorechye,brick,euro,agency,15
Savyolovsky,brick,euro,agency,15
Voronovskoye,monolith,cosmetic,agency,15
Orekhovo-Borisovo Yuzhnoye,panel,euro,agency,15
Yuzhnoye Tushino,monolith,cosmetic,agency,15
Severnoye Izmaylovo,modern_panel,euro,agency,15
Savyolovsky,monolith,no_renovation,agency,15
Khoroshyovo-Mnyovniki,panel,euro,agency,15
Novokosino,monolith,cosmetic,agency,15
Zamoskvorechye,khrushchev,cosmetic,agency,15
Zelenograd,monolith,cosmetic,agency,15
Nagorny,khrushchev,cosmetic,agency,15
Veshnyaki,khrushchev,euro,agency,15
Sviblovo,khrushchev,euro,agency,15
Zelenograd,modern_panel,cosmetic,agency,15
Klyonovskoye,panel,euro,agency,15
Yuzhnoye Medvedkovo,monolith,euro,agency,15
Strogino,monolith,euro,agency,15
Butyrsky,brick,euro,agency,15
Koptevo,panel,euro,agency,15
Shchapovskoye,panel,euro,agency,15
Zyuzino,modern_panel,cosmetic,agency,15
Tverskoy,brick,cosmetic,agency,15
Pokrovskoye-Streshnevo,modern_panel,euro,agency,15
Biryulyovo Vostochnoye,modern_panel,no_renovation,agency,15
Pervomayskoye,monolith,cosmetic,agency,15
Nagorny,brick,cosmetic,agency,15
Kokoshkino,modern_panel,euro,agency,15
Danilovsky,khrushchev,cosmetic,owner,15
Sosenskoye,brick,euro,agency,15
Vnukovskoye,khrushchev,euro,agency,15
Biryulyovo Vostochnoye,monolith,no_renovation,agency,15
Izmaylovo,brick,euro,agency,15
Biryulyovo Zapadnoye,panel,no_renovation,agency,15
Beskudnikovsky,monolith,cosmetic,agency,15
Moskovsky,panel,euro,agency,15
Veshnyaki,modern_panel,euro,agency,15
Levoberezhny,brick,cosmetic,owner,15
Orekhovo-Borisovo Yuzhnoye,modern_panel,cosmetic,owner,15
Voronovskoye,modern_panel,cosmetic,owner,15
Shchapovskoye,modern_panel,euro,agency,15
Basmanny,monolith,euro,agency,15
Pervomayskoye,modern_panel,cosmetic,owner,15
Severnoye Tushino,khrushchev,euro,agency,15
Solntsevo,khrushchev,euro,agency,15
Koptevo,panel,cosmetic,agency,15
Veshnyaki,modern_panel,cosmetic,owner,15
Solntsevo,khrushchev,cosmetic,agency,15
Vostochnoye Izmaylovo,monolith,cosmetic,agency,15
Dorogomilovo,panel,cosmetic,owner,15
Zyuzino,panel,euro,agency,15
Tsaritsyno,modern_panel,euro,agency,15
Akademichesky,modern_panel,euro,owner,15
Timiryazevsky,modern_panel,euro,agency,15
Ochakovo-Matveyevskoye,khrushchev,cosmetic,agency,15
Filimonkovskoye,modern_panel,cosmetic,owner,15
Novokosino,modern_panel,cosmetic,owner,15
Tagansky,brick,euro,agency,15
Orekhovo-Borisovo Severnoye,brick,no_renovation,agency,15
Tverskoy,panel,euro,agency,15
Voskresenskoye,panel,cosmetic,owner,15
Izmaylovo,brick,cosmetic,agency,15
Kosino-Ukhtomsky,monolith,cosmetic,owner,15
Biryulyovo Zapadnoye,monolith,cosmetic,agency,15
Marfino,monolith,cosmetic,agency,15
Filyovsky Park,modern_panel,cosmetic,agency,15
Kosino-Ukhtomsky,panel,cosmetic,owner,15
Filimonkovskoye,khrushchev,cosmetic,agency,15
Troitsk,khrushchev,euro,agency,15
Alekseevsky,modern_panel,no_renovation,agency,15
Yuzhnoye Butovo,modern_panel,euro,agency,15
Tyoply Stan,modern_panel,euro,agency,15
Severnoye Butovo,khrushchev,cosmetic,agency,15
Otradnoye,brick,cosmetic,owner,15
Marushkinskoye,modern_panel,cosmetic,owner,15
Brateyevo,brick,euro,agency,15
Alekseevsky,modern_panel,euro,agency,15
Khoroshyovo-Mnyovniki,modern_panel,euro,agency,15
Sosenskoye,panel,euro,agency,15
Krasnopakhorskoye,panel,cosmetic,owner,15
Fili-Davydkovo,panel,euro,agency,15
Nagatinsky Zaton,modern_panel,cosmetic,agency,15
Khovrino,brick,euro,agency,15
Yasenevo,modern_panel,cosmetic,agency,15
Obruchevsky,panel,no_renovation,agency,15
Pervomayskoye,brick,cosmetic,agency,15
Novogireyevo,panel,euro,agency,15
Zelenograd,monolith,euro,agency,15
Shchukino,modern_panel,euro,agency,15
Danilovsky,brick,euro,agency,15
Yakimanka,monolith,cosmetic,agency,15
Orekhovo-Borisovo Yuzhnoye,brick,cosmetic,owner,15
Ostankinsky,monolith,euro,agency,15
Nagatinsky Zaton,brick,euro,agency,15
Prospekt Vernadskogo,monolith,cosmetic,agency,15
Otradnoye,panel,no_renovation,agency,15
Yuzhnoye Tushino,panel,euro,agency,15
Kosino-Ukhtomsky,monolith,no_renovation,agency,15
Filyovsky Park,khrushchev,euro,agency,15
Desyonovskoye,panel,euro,agency,15
Altufyevsky,modern_panel,euro,agency,15
Otradnoye,modern_panel,cosmetic,agency,15
Molzhaninovsky,modern_panel,euro,agency,15
Presnensky,khrushchev,cosmetic,agency,15
Moskvorechye-Saburovo,modern_panel,euro,agency,15
Biryulyovo Zapadnoye,monolith,euro,agency,15
Kotlovka,modern_panel,euro,owner,15
Golyanovo,khrushchev,cosmetic,agency,15
Beskudnikovsky,panel,cosmetic,agency,15
Ochakovo-Matveyevskoye,panel,cosmetic,owner,15
Chertanovo Tsentralnoye,khrushchev,euro,agency,15
Cheryomushki,khrushchev,cosmetic,agency,15
Presnensky,panel,cosmetic,agency,15
Yasenevo,modern_panel,no_renovation,agency,15
Tsaritsyno,panel,euro,owner,15
Brateyevo,panel,cosmetic,agency,15
Danilovsky,panel,euro,agency,15
Bogorodskoye,panel,euro,agency,15
Yuzhnoye Medvedkovo,modern_panel,euro,owner,14
Maryina Roshcha,modern_panel,cosmetic,agency,14
Zamoskvorechye,modern_panel,euro,agency,14
Zapadnoye Degunino,khrushchev,euro,agency,14
Pervomayskoye,modern_panel,cosmetic,agency,14
Severny,panel,euro,agency,14
Novogireyevo,modern_panel,euro,agency,14
Molzhaninovsky,monolith,euro,agency,14
Lianozovo,monolith,euro,agency,14
Chertanovo Severnoye,monolith,no_renovation,agency,14
Mozhaysky,panel,cosmetic,owner,14
Marfino,panel,euro,agency,14
Nagatinsky Zaton,brick,cosmetic,agency,14
Basmanny,monolith,no_renovation,agency,14
Ostankinsky,panel,no_renovation,owner,14
Ostankinsky,panel,cosmetic,owner,14
Shchapovskoye,brick,cosmetic,agency,14
Voronovskoye,monolith,cosmetic,owner,14
Voykovsky,khrushchev,no_renovation,agency,14
Yuzhnoye Tushino,khrushchev,cosmetic,agency,14
Orekhovo-Borisovo Severnoye,monolith,cosmetic,owner,14
Chertanovo Yuzhnoye,khrushchev,euro,agency,14
Butyrsky,brick,cosmetic,owner,14
Obruchevsky,modern_panel,euro,agency,14
Solntsevo,panel,no_renovation,agency,14
Golyanovo,panel,euro,agency,14
Golovinsky,khrushchev,cosmetic,agency,14
Otradnoye,modern_panel,euro,agency,14
Aeroport,modern_panel,euro,agency,14
Nagatino-Sadovniki,monolith,no_renovation,agency,14
Maryina Roshcha,panel,euro,agency,14
Ivanovskoye,modern_panel,euro,agency,14
Ramenki,monolith,euro,agency,14
Rostokino,khrushchev,euro,agency,14
Yaroslavsky,modern_panel,cosmetic,agency,14
Ivanovskoye,khrushchev,cosmetic,agency,14
Chertanovo Severnoye,monolith,euro,agency,14
Kosino-Ukhtomsky,stalin,cosmetic,agency,14
Kuntsevo,modern_panel,euro,agency,14
Prospekt Vernadskogo,khrushchev,euro,agency,14
Akademichesky,panel,cosmetic,owner,14
Sokol,modern_panel,euro,agency,14
Golyanovo,modern_panel,euro,agency,14
Mosrentgen,brick,cosmetic,owner,14
Troitsk,brick,no_renovation,agency,14
Voskresenskoye,monolith,no_renovation,agency,14
Desyonovskoye,khrushchev,cosmetic,agency,14
Tsaritsyno,panel,euro,agency,14
Zyuzino,modern_panel,no_renovation,agency,14
Cheryomushki,panel,euro,agency,14
Basmanny,panel,euro,agency,14
Donskoy,khrushchev,cosmetic,agency,14
Rostokino,monolith,euro,owner,14
Kotlovka,panel,euro,agency,14
Ivanovskoye,modern_panel,cosmetic,agency,14
Tverskoy,brick,euro,agency,14
Zyablikovo,brick,no_renovation,agency,14
Orekhovo-Borisovo Yuzhnoye,modern_panel,no_renovation,agency,14
Dmitrovsky,khrushchev,cosmetic,agency,14
Sviblovo,monolith,cosmetic,owner,14
Khovrino,khrushchev,euro,agency,14
Koptevo,monolith,cosmetic,owner,14
Desyonovskoye,panel,no_renovation,agency,14
Altufyevsky,panel,euro,agency,14
Filyovsky Park,modern_panel,no_renovation,agency,14
Ramenki,brick,cosmetic,agency,14
Levoberezhny,khrushchev,cosmetic,agency,14
Marushkinskoye,monolith,cosmetic,agency,14
Begovoy,monolith,cosmetic,owner,14
Mikhaylovo-Yartsevskoye,modern_panel,cosmetic,owner,14
Tagansky,modern_panel,euro,agency,14
Bibirevo,khrushchev,cosmetic,agency,14
Strogino,modern_panel,euro,agency,14
Pokrovskoye-Streshnevo,khrushchev,cosmetic,agency,14
Tagansky,panel,euro,agency,14
Metrogorodok,panel,euro,agency,14
Tagansky,panel,euro,owner,14
Ivanovskoye,khrushchev,euro,agency,14
Dmitrovsky,panel,no_renovation,agency,14
Novofyodorovskoye,brick,no_renovation,agency,14
Zyablikovo,khrushchev,euro,agency,14
Otradnoye,modern_panel,no_renovation,agency,14
Tsaritsyno,brick,euro,agency,14
Tsaritsyno,khrushchev,cosmetic,agency,14
Chertanovo Yuzhnoye,monolith,cosmetic,owner,14
Metrogorodok,brick,euro,agency,14
Sokolinaya Gora,modern_panel,cosmetic,owner,14
Akademichesky,brick,cosmetic,agency,14
Biryulyovo Zapadnoye,brick,cosmetic,owner,14
Donskoy,brick,cosmetic,owner,14
Moskvorechye-Saburovo,monolith,euro,agency,14
Orekhovo-Borisovo Yuzhnoye,monolith,cosmetic,agency,14
Troparyovo-Nikulino,brick,euro,agency,14
Kievsky,panel,cosmetic,owner,14
Dorogomilovo,brick,cosmetic,agency,14
Perovo,monolith,no_renovation,agency,14
Losinoostrovsky,khrushchev,euro,agency,14
Voronovskoye,khrushchev,cosmetic,agency,14
Arbat,panel,no_renovation,agency,14
Biryulyovo Vostochnoye,panel,euro,owner,14
Sokolinaya Gora,monolith,no_renovation,agency,14
Cheryomushki,khrushchev,euro,agency,14
Kosino-Ukhtomsky,modern_panel,cosmetic,owner,14
Chertanovo Tsentralnoye,monolith,euro,agency,14
Preobrazhenskoye,brick,cosmetic,owner,14
Kievsky,modern_panel,cosmetic,owner,14
Ochakovo-Matveyevskoye,modern_panel,cosmetic,owner,14
Moskovsky,modern_panel,cosmetic,owner,14
Pokrovskoye-Streshnevo,khrushchev,no_renovation,agency,14
Biryulyovo Zapadnoye,brick,euro,agency,14
Pokrovskoye-Streshnevo,brick,cosmetic,agency,14
Presnensky,stalin,cosmetic,agency,14
Donskoy,khrushchev,no_renovation,agency,14
Veshnyaki,panel,no_renovation,agency,14
Troparyovo-Nikulino,modern_panel,no_renovation,agency,14
Troitsk,panel,euro,owner,14
Sokol,monolith,euro,agency,14
Akademichesky,panel,euro,owner,14
Zyablikovo,monolith,euro,agency,14
Sokolinaya Gora,monolith,euro,agency,14
Maryina Roshcha,modern_panel,euro,agency,14
Vostochny,monolith,cosmetic,agency,14
Losinoostrovsky,monolith,no_renovation,agency,14
Meshchansky,panel,cosmetic,owner,14
Biryulyovo Vostochnoye,panel,cosmetic,owner,14
Tverskoy,brick,no_renovation,agency,14
Krasnopakhorskoye,panel,cosmetic,agency,14
Severnoye Tushino,brick,no_renovation,agency,14
Sokol,khrushchev,euro,agency,14
Severnoye Tushino,monolith,cosmetic,owner,14
Arbat,modern_panel,cosmetic,owner,14
Aeroport,monolith,euro,owner,14
Bogorodskoye,brick,no_renovation,agency,14
Konkovo,khrushchev,euro,agency,14
Severnoye Medvedkovo,panel,euro,agency,14
Vnukovo,modern_panel,cosmetic,agency,14
Rostokino,panel,no_renovation,agency,14
Sosenskoye,panel,cosmetic,owner,14
Ochakovo-Matveyevskoye,brick,no_renovation,agency,14
Voykovsky,monolith,cosmetic,owner,14
Brateyevo,khrushchev,euro,agency,14
Donskoy,monolith,cosmetic,owner,14
Khovrino,brick,cosmetic,owner,14
Tsaritsyno,brick,euro,owner,14
Vostochny,brick,cosmetic,owner,14
Preobrazhenskoye,monolith,euro,agency,14
Filimonkovskoye,panel,euro,agency,14
Nagatinsky Zaton,monolith,no_renovation,agency,14
Pokrovskoye-Streshnevo,brick,cosmetic,owner,14
Marushkinskoye,monolith,euro,agency,14
Zamoskvorechye,modern_panel,cosmetic,owner,14
Severny,panel,no_renovation,agency,14
Donskoy,brick,euro,agency,14
Ostankinsky,khrushchev,cosmetic,owner,14
Lianozovo,modern_panel,no_renovation,agency,14
Vostochny,panel,euro,agency,14
Kokoshkino,monolith,euro,agency,14
Babushkinsky,panel,no_renovation,agency,14
Vnukovo,panel,designer,agency,14
Orekhovo-Borisovo Severnoye,panel,euro,agency,14
Begovoy,brick,cosmetic,owner,14
Khovrino,panel,cosmetic,agency,14
Yuzhnoye Tushino,brick,cosmetic,agency,14
Khovrino,monolith,euro,agency,14
Rostokino,panel,cosmetic,agency,14
Preobrazhenskoye,panel,euro,agency,14
Losinoostrovsky,modern_panel,euro,agency,14
Orekhovo-Borisovo Severnoye,brick,euro,agency,14
Rostokino,modern_panel,euro,agency,14
Troitsk,khrushchev,cosmetic,agency,14
Sviblovo,brick,cosmetic,owner,14
Lomonosovsky,monolith,euro,agency,14
Cheryomushki,monolith,euro,agency,14
Butyrsky,khrushchev,cosmetic,owner,14
Orekhovo-Borisovo Yuzhnoye,brick,cosmetic,agency,14
Biryulyovo Vostochnoye,modern_panel,euro,agency,14
Savyolovsky,panel,cosmetic,owner,14
Sviblovo,khrushchev,cosmetic,agency,14
Zamoskvorechye,monolith,cosmetic,owner,14
Marushkinskoye,khrushchev,cosmetic,agency,14
Butyrsky,modern_panel,cosmetic,owner,14
Nagatinsky Zaton,monolith,cosmetic,owner,14
Voskresenskoye,modern_panel,euro,owner,14
Vnukovskoye,modern_panel,euro,agency,14
Obruchevsky,brick,euro,agency,14
Severnoye Tushino,khrushchev,cosmetic,agency,13
Yaroslavsky,brick,cosmetic,agency,13
Biryulyovo Vostochnoye,monolith,euro,owner,13
Zamoskvorechye,panel,cosmetic,owner,13
Strogino,modern_panel,cosmetic,owner,13
Vnukovo,khrushchev,euro,agency,13
Vostochnoye Izmaylovo,monolith,no_renovation,agency,13
Novo-Peredelkino,panel,cosmetic,agency,13
Meshchansky,brick,cosmetic,agency,13
Vostochnoye Izmaylovo,khrushchev,cosmetic,agency,13
Kokoshkino,monolith,cosmetic,owner,13
Orekhovo-Borisovo Yuzhnoye,modern_panel,euro,agency,13
Ivanovskoye,monolith,euro,agency,13
Shchukino,panel,euro,agency,13
Golovinsky,panel,no_renovation,agency,13
Kotlovka,panel,no_renovation,agency,13
Krylatskoye,brick,euro,agency,13
Vnukovskoye,panel,euro,agency,13
Sosenskoye,monolith,no_renovation,agency,13
Tverskoy,modern_panel,euro,agency,13
Maryina Roshcha,khrushchev,euro,agency,13
Strogino,monolith,no_renovation,agency,13
Ivanovskoye,panel,cosmetic,owner,13
Zamoskvorechye,brick,cosmetic,owner,13
Klyonovskoye,khrushchev,no_renovation,agency,13
