DISTRICT,BUILDING_TYPE,ROOMS,TO_CENTER_KM,AVG_PRICE_PER_SQM
Khamovniki,monolith,4,1.76,398600.00
Zamoskvorechye,modern_panel,4,1.76,451900.00
Yakimanka,modern_panel,2,1.76,534433.33
Yakimanka,brick,4,1.76,426300.00
Zamoskvorechye,monolith,1,1.76,586400.00
Arbat,khrushchev,1,1.77,442000.00
Meshchansky,monolith,1,1.77,356500.00
Zamoskvorechye,khrushchev,1,1.77,518700.00
Presnensky,panel,1,1.77,434400.00
Maryina Roshcha,monolith,3,1.77,303600.00
Zamoskvorechye,monolith,2,1.77,561600.00
Tverskoy,khrushchev,2,1.77,242100.00
Tverskoy,brick,4,1.77,512200.00
Krasnoselsky,panel,3,1.77,287700.00
Tverskoy,brick,4,1.78,632300.00
Zamoskvorechye,panel,1,1.78,465600.00
Zamoskvorechye,monolith,2,1.78,492100.00
Danilovsky,brick,1,1.78,208500.00
Arbat,khrushchev,1,1.78,745000.00
Meshchansky,panel,2,1.78,344100.00
Tverskoy,modern_panel,2,1.78,573900.00
Tverskoy,monolith,2,1.78,595700.00
Tverskoy,khrushchev,3,1.78,393600.00
Arbat,brick,2,1.78,445700.00
Meshchansky,brick,1,1.78,498000.00
Tverskoy,khrushchev,2,1.79,330300.00
Tverskoy,panel,4,1.79,483000.00
Tverskoy,modern_panel,2,1.79,579600.00
Tverskoy,brick,1,1.79,434500.00
Basmanny,khrushchev,2,1.79,310000.00
Tverskoy,monolith,3,1.79,518200.00
Presnensky,panel,3,1.79,756400.00
Meshchansky,brick,3,1.8,410000.00
Meshchansky,modern_panel,2,1.8,297000.00
Zamoskvorechye,modern_panel,2,1.8,368200.00
Zamoskvorechye,monolith,3,1.8,290900.00
Arbat,modern_panel,1,1.8,337100.00
Yakimanka,monolith,1,1.8,1056100.00
Yakimanka,brick,2,1.81,426600.00
Zamoskvorechye,khrushchev,2,1.81,360200.00
Krasnoselsky,panel,1,1.81,388300.00
Tagansky,khrushchev,1,1.81,313000.00
Arbat,khrushchev,2,1.81,429300.00
Tverskoy,monolith,1,1.81,483600.00
Meshchansky,monolith,2,1.81,459700.00
Arbat,khrushchev,5,1.82,478200.00
Zamoskvorechye,panel,2,1.82,471600.00
Tverskoy,khrushchev,3,1.82,482300.00
Meshchansky,brick,3,1.82,452000.00
Arbat,brick,2,1.82,356600.00
Arbat,modern_panel,3,1.82,536300.00
Tverskoy,monolith,1,1.82,728700.00
Tverskoy,modern_panel,2,1.83,355900.00
Meshchansky,khrushchev,1,1.83,170700.00
Arbat,khrushchev,2,1.83,318200.00
Yakimanka,modern_panel,3,1.83,303700.00
Arbat,brick,2,1.83,758800.00
Arbat,stalin,2,1.83,600000.00
Tverskoy,modern_panel,3,1.84,489800.00
Tagansky,brick,1,1.84,306200.00
Yakimanka,panel,1,1.84,287700.00
Zamoskvorechye,monolith,3,1.84,346900.00
Arbat,khrushchev,1,1.84,553600.00
Arbat,modern_panel,2,1.84,345900.00
Tverskoy,monolith,1,1.84,867300.00
Presnensky,monolith,2,1.84,561700.00
Yakimanka,monolith,1,1.84,723000.00
Tagansky,panel,2,1.84,336100.00
Arbat,brick,2,1.84,542600.00
Meshchansky,khrushchev,1,1.84,229000.00
Zamoskvorechye,modern_panel,2,1.84,426500.00
Presnensky,modern_panel,1,1.84,638100.00
Presnensky,stalin,1,1.85,652000.00
Zamoskvorechye,monolith,1,1.85,525800.00
Presnensky,panel,1,1.85,424700.00
Tverskoy,panel,1,1.85,471300.00
Zamoskvorechye,khrushchev,3,1.85,410300.00
Zamoskvorechye,monolith,3,1.85,474500.00
Yakimanka,brick,1,1.85,458700.00
Presnensky,monolith,3,1.86,497600.00
Meshchansky,panel,2,1.86,378400.00
Presnensky,panel,2,1.86,359100.00
Yakimanka,modern_panel,2,1.86,497100.00
Yakimanka,monolith,2,1.86,499100.00
Yakimanka,brick,1,1.86,392000.00
Meshchansky,stalin,4,1.86,548900.00
Arbat,brick,2,1.87,549400.00
Meshchansky,monolith,3,1.87,382600.00
Basmanny,modern_panel,1,1.87,286600.00
Yakimanka,panel,1,1.87,458600.00
Yakimanka,panel,2,1.87,378800.00
Arbat,modern_panel,2,1.87,514000.00
Presnensky,brick,3,1.87,441400.00
Zamoskvorechye,monolith,3,1.87,457900.00
Meshchansky,panel,3,1.87,287300.00
Zamoskvorechye,panel,2,1.87,476900.00
Yakimanka,modern_panel,2,1.87,650700.00
Arbat,panel,4,1.88,360500.00
Krasnoselsky,monolith,1,1.88,464500.00
Presnensky,khrushchev,1,1.88,623300.00
Arbat,stalin,2,1.88,853200.00
Arbat,khrushchev,5,1.88,452600.00
Meshchansky,modern_panel,1,1.88,290800.00
Krasnoselsky,khrushchev,2,1.88,429500.00
Tagansky,panel,2,1.88,310200.00
Meshchansky,monolith,2,1.89,492000.00
Donskoy,khrushchev,3,1.89,198300.00
Arbat,modern_panel,1,1.89,356900.00
Meshchansky,monolith,1,1.89,317700.00
Presnensky,modern_panel,2,1.89,259400.00
Meshchansky,stalin,2,1.89,499100.00
Tverskoy,brick,2,1.89,523600.00
Arbat,brick,3,1.89,555600.00
Tverskoy,monolith,4,1.89,705400.00
Tverskoy,modern_panel,1,1.89,484900.00
Arbat,monolith,5,1.9,556800.00
Tagansky,panel,2,1.9,353200.00
Zamoskvorechye,modern_panel,2,1.9,376200.00
Presnensky,khrushchev,1,1.9,348700.00
Yakimanka,monolith,2,1.9,617800.00
Yakimanka,modern_panel,3,1.9,405400.00
Tverskoy,panel,1,1.9,485300.00
Tverskoy,brick,1,1.9,661900.00
Tverskoy,stalin,3,1.9,1013600.00
Yakimanka,modern_panel,1,1.91,343400.00
Yakimanka,modern_panel,3,1.91,464000.00
Arbat,monolith,2,1.91,916100.00
Yakimanka,monolith,1,1.91,431100.00
Khamovniki,khrushchev,1,1.91,464300.00
Arbat,panel,4,1.91,311600.00
Khamovniki,panel,4,1.91,597800.00
Arbat,panel,3,1.91,387600.00
Arbat,panel,1,1.91,624600.00
Khamovniki,brick,2,1.91,923700.00
Tagansky,brick,3,1.91,418400.00
Tagansky,monolith,2,1.91,289600.00
Zamoskvorechye,khrushchev,1,1.91,462600.00
Tagansky,stalin,1,1.91,435700.00
Presnensky,khrushchev,2,1.92,612500.00
Presnensky,khrushchev,1,1.92,444200.00
Arbat,panel,1,1.92,381600.00
Meshchansky,panel,2,1.92,232200.00
Zamoskvorechye,stalin,2,1.92,747600.00
Yakimanka,panel,3,1.92,485100.00
Tverskoy,panel,3,1.92,567300.00
Meshchansky,monolith,1,1.92,712600.00
Tverskoy,brick,2,1.92,410400.00
Khamovniki,modern_panel,2,1.92,629800.00
Khamovniki,panel,1,1.93,288900.00
Tverskoy,modern_panel,2,1.93,611600.00
Yakimanka,panel,2,1.93,429400.00
Zamoskvorechye,panel,2,1.93,347900.00
Basmanny,khrushchev,1,1.93,319300.00
Tverskoy,brick,3,1.93,504900.00
Zamoskvorechye,khrushchev,3,1.93,269200.00
Zamoskvorechye,monolith,2,1.94,516800.00
Basmanny,modern_panel,3,1.94,383900.00
Arbat,modern_panel,1,1.94,529200.00
Yakimanka,panel,2,1.94,366400.00
Zamoskvorechye,panel,1,1.94,407800.00
Danilovsky,khrushchev,2,1.95,154000.00
Zamoskvorechye,modern_panel,2,1.95,399400.00
Tverskoy,modern_panel,1,1.95,499400.00
Presnensky,brick,1,1.95,394200.00
Tverskoy,brick,2,1.95,645200.00
Arbat,panel,1,1.95,573700.00
Tagansky,khrushchev,1,1.95,264900.00
Khamovniki,monolith,5,1.95,626700.00
Tverskoy,monolith,2,1.96,688300.00
Zamoskvorechye,brick,5,1.96,421200.00
Yakimanka,panel,1,1.96,492500.00
Tverskoy,monolith,1,1.96,617700.00
Tagansky,brick,4,1.96,359400.00
Arbat,monolith,2,1.96,516900.00
Arbat,khrushchev,3,1.96,324200.00
Zamoskvorechye,modern_panel,1,1.96,633500.00
Zamoskvorechye,monolith,2,1.96,533400.00
Basmanny,modern_panel,2,1.96,286000.00
Yakimanka,modern_panel,1,1.97,467400.00
Zamoskvorechye,modern_panel,1,1.97,389300.00
Tverskoy,modern_panel,1,1.97,482600.00
Zamoskvorechye,panel,1,1.97,309100.00
Maryina Roshcha,modern_panel,2,1.97,198000.00
Tverskoy,panel,1,1.97,348600.00
Arbat,panel,5,1.97,437100.00
Yakimanka,khrushchev,1,1.97,405200.00
Gagarinsky,brick,4,1.97,347800.00
Meshchansky,stalin,2,1.97,581800.00
Savyolovsky,khrushchev,2,1.97,214800.00
Tagansky,panel,3,1.97,431000.00
Krasnoselsky,monolith,5,1.97,301500.00
Arbat,khrushchev,1,1.98,365300.00
Tagansky,brick,1,1.98,437200.00
Yakimanka,panel,3,1.98,441800.00
Tagansky,khrushchev,2,1.98,311600.00
Tverskoy,khrushchev,1,1.98,403700.00
Presnensky,modern_panel,4,1.98,372400.00
Basmanny,khrushchev,2,1.98,336800.00
Arbat,brick,1,1.98,550600.00
Maryina Roshcha,khrushchev,1,1.98,159600.00
Yakimanka,panel,1,1.98,647900.00
Yakimanka,modern_panel,1,1.98,718600.00
Basmanny,brick,3,1.98,361900.00
Tverskoy,modern_panel,3,1.98,593000.00
Tverskoy,monolith,2,1.99,444800.00
Krasnoselsky,modern_panel,3,1.99,230000.00
Zamoskvorechye,brick,1,1.99,485900.00
Arbat,modern_panel,2,1.99,513700.00
Meshchansky,panel,2,1.99,359000.00
Zamoskvorechye,monolith,2,1.99,569500.00
Yakimanka,modern_panel,1,2,304000.00
Zamoskvorechye,panel,1,2,249000.00
Yakimanka,modern_panel,3,2,354000.00
Yakimanka,modern_panel,2,2,521100.00
Arbat,modern_panel,3,2,319000.00
Basmanny,monolith,2,2,520300.00
Tverskoy,modern_panel,1,2,635300.00
Tagansky,brick,2,2.01,471900.00
Arbat,panel,3,2.01,500800.00
Arbat,khrushchev,2,2.01,257200.00
Maryina Roshcha,modern_panel,2,2.01,167600.00
Arbat,panel,2,2.01,327900.00
Zamoskvorechye,modern_panel,1,2.01,451900.00
Dorogomilovo,panel,3,2.01,303200.00
Zamoskvorechye,khrushchev,2,2.01,425000.00
Zamoskvorechye,monolith,2,2.01,618200.00
Arbat,khrushchev,3,2.02,372100.00
Yakimanka,modern_panel,2,2.02,575000.00
Zamoskvorechye,panel,3,2.02,341600.00
Arbat,brick,2,2.02,441600.00
Tverskoy,monolith,2,2.02,850000.00
Tverskoy,modern_panel,3,2.02,503300.00
Meshchansky,stalin,3,2.02,391600.00
Zamoskvorechye,monolith,2,2.02,525600.00
Yakimanka,monolith,2,2.03,653900.00
Tverskoy,modern_panel,2,2.03,343700.00
Zamoskvorechye,panel,1,2.03,534900.00
Yakimanka,panel,2,2.03,447600.00
Meshchansky,monolith,2,2.03,527500.00
Krasnoselsky,modern_panel,2,2.04,457300.00
Arbat,stalin,4,2.04,678800.00
Arbat,modern_panel,2,2.04,274900.00
Tagansky,brick,4,2.04,469100.00
Tverskoy,khrushchev,5,2.04,389700.00
Yakimanka,stalin,1,2.05,631900.00
Tverskoy,panel,2,2.05,565500.00
Yakimanka,brick,2,2.05,490100.00
Basmanny,monolith,2,2.05,321400.00
Yakimanka,khrushchev,1,2.05,329400.00
Zamoskvorechye,modern_panel,2,2.05,455300.00
Khamovniki,monolith,3,2.05,505800.00
Donskoy,monolith,2,2.05,194400.00
Danilovsky,khrushchev,2,2.05,258500.00
Donskoy,khrushchev,1,2.06,191000.00
Arbat,stalin,1,2.06,474500.00
Meshchansky,stalin,2,2.06,690800.00
Yakimanka,panel,1,2.06,432200.00
Arbat,khrushchev,3,2.06,463100.00
Zamoskvorechye,monolith,2,2.06,483000.00
Presnensky,khrushchev,1,2.06,437100.00
Yakimanka,modern_panel,2,2.06,420800.00
Meshchansky,panel,2,2.07,549700.00
Presnensky,khrushchev,2,2.07,337300.00
Meshchansky,khrushchev,1,2.07,312100.00
Meshchansky,modern_panel,3,2.07,410700.00
Tverskoy,modern_panel,3,2.07,456500.00
Tverskoy,khrushchev,1,2.07,491100.00
Arbat,panel,2,2.07,525700.00
Tverskoy,brick,2,2.07,533700.00
Arbat,brick,5,2.07,598400.00
Presnensky,panel,1,2.08,550400.00
Tagansky,brick,1,2.08,283900.00
Tagansky,brick,2,2.08,440500.00
Tverskoy,monolith,4,2.08,479100.00
Meshchansky,modern_panel,2,2.08,527500.00
Tverskoy,khrushchev,2,2.08,445200.00
Arbat,panel,2,2.08,463600.00
Tagansky,panel,3,2.08,331500.00
Presnensky,stalin,2,2.08,371800.00
Meshchansky,khrushchev,1,2.09,261400.00
Basmanny,monolith,1,2.09,464800.00
Meshchansky,monolith,2,2.09,494100.00
Dorogomilovo,panel,5,2.09,517700.00
Tverskoy,modern_panel,2,2.09,494200.00
Zamoskvorechye,modern_panel,2,2.09,436400.00
Presnensky,brick,3,2.09,452300.00
Arbat,khrushchev,3,2.09,296000.00
Zamoskvorechye,stalin,2,2.09,388900.00
Arbat,panel,2,2.09,350000.00
Meshchansky,panel,2,2.09,457900.00
Arbat,khrushchev,3,2.1,631700.00
Basmanny,monolith,3,2.1,441900.00
Tagansky,modern_panel,2,2.1,341200.00
Krasnoselsky,modern_panel,2,2.1,411700.00
Presnensky,monolith,1,2.1,457200.00
Meshchansky,monolith,2,2.1,689200.00
Arbat,brick,2,2.1,512400.00
Khamovniki,stalin,1,2.1,674700.00
Arbat,modern_panel,1,2.1,674500.00
Arbat,stalin,1,2.11,472250.00
Arbat,brick,3,2.11,508400.00
Meshchansky,monolith,1,2.11,333500.00
Khamovniki,modern_panel,2,2.11,448700.00
Meshchansky,brick,1,2.11,550700.00
Tverskoy,monolith,5,2.11,456200.00
Savyolovsky,monolith,2,2.11,221100.00
Tverskoy,panel,2,2.11,416900.00
Zamoskvorechye,modern_panel,3,2.11,415000.00
Yakimanka,brick,2,2.11,645600.00
Tverskoy,monolith,2,2.12,630200.00
Zamoskvorechye,panel,1,2.12,469600.00
Maryina Roshcha,stalin,1,2.12,235900.00
Tagansky,khrushchev,4,2.12,193500.00
Meshchansky,modern_panel,1,2.13,336750.00
Tverskoy,monolith,1,2.13,285200.00
Presnensky,monolith,2,2.13,456700.00
Zamoskvorechye,monolith,2,2.13,590500.00
Arbat,brick,2,2.13,634100.00
Zamoskvorechye,monolith,1,2.13,485350.00
Presnensky,monolith,3,2.13,555300.00
Tagansky,monolith,1,2.13,541100.00
Meshchansky,panel,1,2.14,366300.00
Yakimanka,khrushchev,1,2.14,435000.00
Arbat,stalin,1,2.14,692500.00
Tverskoy,panel,3,2.14,548000.00
Tagansky,panel,3,2.14,416000.00
Yakimanka,brick,2,2.14,636100.00
Dorogomilovo,modern_panel,4,2.14,293200.00
Zamoskvorechye,panel,3,2.14,408400.00
Tverskoy,modern_panel,5,2.15,524300.00
Tverskoy,monolith,2,2.15,753000.00
Zamoskvorechye,panel,1,2.15,417100.00
Arbat,stalin,2,2.15,480100.00
Presnensky,monolith,2,2.15,905200.00
Meshchansky,modern_panel,3,2.15,238900.00
Krasnoselsky,brick,1,2.15,467200.00
Arbat,modern_panel,1,2.15,488100.00
Maryina Roshcha,modern_panel,2,2.15,161700.00
Basmanny,panel,2,2.15,291500.00
Yakimanka,brick,2,2.15,568500.00
Meshchansky,panel,1,2.15,461400.00
Basmanny,modern_panel,3,2.15,358900.00
Maryina Roshcha,brick,1,2.15,210200.00
Arbat,brick,2,2.15,431300.00
Tverskoy,modern_panel,2,2.16,609900.00
Zamoskvorechye,khrushchev,2,2.16,346500.00
Krasnoselsky,modern_panel,4,2.16,322500.00
Basmanny,brick,3,2.16,393700.00
Tverskoy,monolith,2,2.16,518300.00
Meshchansky,brick,3,2.16,393400.00
Krasnoselsky,brick,4,2.16,298700.00
Meshchansky,monolith,2,2.16,424000.00
Krasnoselsky,panel,1,2.16,348200.00
Presnensky,panel,2,2.17,394000.00
Arbat,monolith,2,2.17,523700.00
Yakimanka,brick,2,2.17,626500.00
Savyolovsky,panel,1,2.17,290000.00
Tverskoy,panel,4,2.17,482900.00
Khamovniki,khrushchev,2,2.17,567800.00
Basmanny,brick,1,2.17,535200.00
Meshchansky,panel,3,2.17,523100.00
Presnensky,brick,1,2.17,361800.00
Zamoskvorechye,khrushchev,4,2.17,249200.00
Yakimanka,stalin,2,2.18,725600.00
Tverskoy,stalin,2,2.18,548400.00
Arbat,monolith,1,2.18,498400.00
Presnensky,monolith,2,2.18,996300.00
Tagansky,modern_panel,1,2.18,415100.00
Tagansky,modern_panel,2,2.18,474100.00
Khamovniki,modern_panel,2,2.18,534800.00
Yakimanka,monolith,3,2.18,379200.00
Savyolovsky,khrushchev,3,2.18,170300.00
Tagansky,khrushchev,2,2.18,199800.00
Presnensky,khrushchev,1,2.19,421300.00
Presnensky,monolith,3,2.19,479300.00
Yakimanka,modern_panel,2,2.19,535400.00
Tverskoy,monolith,2,2.19,523400.00
Krasnoselsky,modern_panel,2,2.19,362500.00
Arbat,panel,2,2.19,408800.00
Presnensky,khrushchev,2,2.19,482900.00
Tagansky,panel,2,2.19,289000.00
Meshchansky,khrushchev,1,2.19,385100.00
Arbat,khrushchev,4,2.19,609600.00
Tagansky,modern_panel,4,2.19,324900.00
Tverskoy,panel,1,2.2,412600.00
Khamovniki,khrushchev,1,2.2,621900.00
Meshchansky,modern_panel,4,2.2,582900.00
Zamoskvorechye,khrushchev,1,2.2,273400.00
Presnensky,stalin,2,2.2,456900.00
Dorogomilovo,khrushchev,4,2.2,324800.00
Zamoskvorechye,khrushchev,2,2.2,232200.00
Arbat,monolith,3,2.2,419500.00
Yakimanka,brick,3,2.2,543300.00
Zamoskvorechye,panel,2,2.21,390400.00
Tverskoy,khrushchev,2,2.21,428300.00
Krasnoselsky,brick,5,2.21,390900.00
Krasnoselsky,brick,1,2.21,662300.00
Zamoskvorechye,modern_panel,3,2.21,425100.00
Tverskoy,modern_panel,2,2.21,379400.00
Tverskoy,modern_panel,1,2.21,474200.00
Tverskoy,brick,2,2.21,423800.00
Arbat,stalin,3,2.21,507300.00
Yakimanka,panel,1,2.21,395700.00
Krasnoselsky,modern_panel,1,2.21,427400.00
Khamovniki,modern_panel,1,2.21,508700.00
Arbat,khrushchev,2,2.22,331100.00
Tverskoy,monolith,2,2.22,504800.00
Meshchansky,panel,2,2.22,332100.00
Presnensky,modern_panel,1,2.22,377600.00
Tverskoy,stalin,1,2.22,740000.00
Tagansky,brick,2,2.22,374500.00
Presnensky,panel,2,2.22,524800.00
Yakimanka,modern_panel,2,2.22,422100.00
Yakimanka,panel,3,2.22,635400.00
Arbat,monolith,1,2.22,593300.00
Tverskoy,khrushchev,4,2.23,596700.00
Yakimanka,khrushchev,2,2.23,473200.00
Arbat,monolith,1,2.23,506800.00
Arbat,monolith,3,2.23,660700.00
Arbat,brick,1,2.23,384100.00
Meshchansky,modern_panel,3,2.23,383700.00
Meshchansky,monolith,1,2.23,374800.00
Tagansky,brick,1,2.23,491400.00
Donskoy,panel,5,2.23,202000.00
Zamoskvorechye,brick,2,2.24,497600.00
Presnensky,khrushchev,2,2.24,379100.00
Meshchansky,brick,2,2.24,281100.00
Yakimanka,brick,1,2.24,499500.00
Tverskoy,monolith,1,2.24,607200.00
Krasnoselsky,modern_panel,2,2.24,458300.00
Tverskoy,panel,3,2.24,378300.00
Zamoskvorechye,modern_panel,3,2.24,523900.00
Tagansky,brick,2,2.24,288500.00
Meshchansky,panel,2,2.25,407400.00
Meshchansky,panel,1,2.25,436900.00
Zamoskvorechye,brick,2,2.25,409500.00
Arbat,khrushchev,3,2.25,416300.00
Tverskoy,monolith,1,2.25,505900.00
Zamoskvorechye,panel,3,2.25,311400.00
Maryina Roshcha,monolith,4,2.25,276800.00
Tverskoy,khrushchev,1,2.25,387000.00
Tagansky,modern_panel,3,2.25,418500.00
Zamoskvorechye,panel,2,2.25,364700.00
Presnensky,khrushchev,1,2.25,604200.00
Presnensky,monolith,1,2.26,520600.00
Tverskoy,brick,3,2.26,516200.00
Yakimanka,monolith,4,2.26,456700.00
Arbat,panel,4,2.26,607400.00
Tverskoy,khrushchev,1,2.26,592500.00
Tagansky,modern_panel,2,2.26,315600.00
Tagansky,panel,2,2.26,420600.00
Krasnoselsky,stalin,1,2.26,357500.00
Yakimanka,brick,1,2.26,481100.00
Tverskoy,khrushchev,3,2.26,483000.00
Arbat,brick,2,2.26,674200.00
Arbat,panel,1,2.26,424300.00
Tverskoy,monolith,1,2.26,596800.00
Basmanny,panel,2,2.26,332200.00
Arbat,panel,2,2.27,676600.00
Basmanny,monolith,1,2.27,323300.00
Tagansky,modern_panel,5,2.27,404400.00
Maryina Roshcha,monolith,2,2.27,251100.00
Yakimanka,monolith,1,2.27,436400.00
Krasnoselsky,khrushchev,2,2.27,313700.00
Arbat,khrushchev,1,2.27,434500.00
Basmanny,khrushchev,3,2.27,252200.00
Tagansky,panel,1,2.27,340800.00
Meshchansky,modern_panel,1,2.27,394300.00
Tverskoy,stalin,4,2.27,518500.00
Tagansky,khrushchev,1,2.27,389200.00
Zamoskvorechye,panel,3,2.27,462800.00
Arbat,modern_panel,2,2.27,677400.00
Presnensky,khrushchev,3,2.28,407700.00
Basmanny,brick,1,2.28,250600.00
Meshchansky,brick,2,2.28,526000.00
Tverskoy,modern_panel,2,2.28,565600.00
Khamovniki,panel,2,2.28,604600.00
Tverskoy,monolith,2,2.28,650700.00
Khamovniki,brick,2,2.28,682800.00
Tverskoy,brick,3,2.28,484700.00
Zamoskvorechye,panel,3,2.28,344200.00
Zamoskvorechye,khrushchev,4,2.28,384600.00
Zamoskvorechye,brick,2,2.28,340900.00
Presnensky,modern_panel,2,2.28,454200.00
Tverskoy,modern_panel,1,2.28,530500.00
Yakimanka,monolith,1,2.29,428700.00
Presnensky,monolith,2,2.29,480000.00
Zamoskvorechye,khrushchev,4,2.29,278600.00
Zamoskvorechye,modern_panel,1,2.29,532000.00
Arbat,monolith,5,2.29,510900.00
Yakimanka,khrushchev,3,2.29,420800.00
Tagansky,khrushchev,1,2.29,300700.00
Arbat,khrushchev,2,2.29,505100.00
Tverskoy,stalin,3,2.29,683600.00
Arbat,brick,1,2.29,598100.00
Maryina Roshcha,monolith,2,2.29,181300.00
Tverskoy,khrushchev,2,2.29,442900.00
Yakimanka,monolith,3,2.29,405900.00
Meshchansky,monolith,1,2.29,415000.00
Tverskoy,stalin,3,2.3,681700.00
Tagansky,brick,1,2.3,422900.00
Arbat,panel,1,2.3,477200.00
Presnensky,khrushchev,2,2.3,407800.00
Tverskoy,panel,1,2.3,563400.00
Khamovniki,modern_panel,2,2.3,802300.00
Zamoskvorechye,brick,1,2.3,417400.00
Arbat,panel,1,2.31,369800.00
Arbat,monolith,4,2.31,501900.00
Zamoskvorechye,monolith,2,2.31,400300.00
Yakimanka,modern_panel,5,2.31,384500.00
Tverskoy,stalin,3,2.31,516100.00
Arbat,stalin,2,2.31,704000.00
Tagansky,panel,2,2.31,332600.00
Arbat,khrushchev,1,2.31,414300.00
Zamoskvorechye,monolith,1,2.31,380100.00
Tverskoy,brick,3,2.32,724900.00
Tverskoy,monolith,2,2.32,466200.00
Presnensky,monolith,1,2.32,558400.00
Tagansky,panel,2,2.32,392200.00
Zamoskvorechye,brick,3,2.32,576500.00
Zamoskvorechye,khrushchev,2,2.32,263700.00
Tverskoy,modern_panel,3,2.32,419700.00
Basmanny,modern_panel,4,2.32,427500.00
Donskoy,khrushchev,1,2.32,270100.00
Meshchansky,khrushchev,3,2.33,307200.00
Basmanny,panel,1,2.33,473500.00
Zamoskvorechye,panel,1,2.33,440100.00
Presnensky,monolith,3,2.33,519900.00
Tagansky,monolith,2,2.33,374100.00
Khamovniki,modern_panel,1,2.33,524500.00
Meshchansky,brick,1,2.33,338100.00
Yakimanka,panel,1,2.34,297300.00
Meshchansky,khrushchev,2,2.34,369500.00
Maryina Roshcha,monolith,2,2.34,235500.00
Yakimanka,khrushchev,2,2.34,344300.00
Arbat,modern_panel,1,2.34,530100.00
Meshchansky,stalin,1,2.34,365600.00
Arbat,khrushchev,2,2.34,429000.00
Basmanny,brick,2,2.34,347500.00
Tverskoy,modern_panel,4,2.34,547300.00
Khamovniki,panel,2,2.34,376800.00
Khamovniki,monolith,2,2.34,680800.00
Tagansky,modern_panel,1,2.34,364100.00
Zamoskvorechye,brick,2,2.34,437700.00
Tverskoy,modern_panel,3,2.35,555200.00
Maryina Roshcha,stalin,2,2.35,230000.00
Zamoskvorechye,stalin,1,2.35,509900.00
Yakimanka,stalin,3,2.35,766500.00
Arbat,panel,1,2.35,447900.00
Arbat,modern_panel,3,2.35,550800.00
Maryina Roshcha,modern_panel,1,2.35,138500.00
Basmanny,monolith,2,2.35,290800.00
Yakimanka,monolith,3,2.35,421100.00
Meshchansky,modern_panel,2,2.36,375300.00
Basmanny,modern_panel,2,2.36,258500.00
Meshchansky,modern_panel,1,2.36,228800.00
Zamoskvorechye,brick,2,2.36,443300.00
Tagansky,panel,2,2.36,367200.00
Khamovniki,monolith,3,2.36,500600.00
Khamovniki,khrushchev,2,2.36,598800.00
Meshchansky,brick,3,2.36,450100.00
Meshchansky,khrushchev,4,2.36,403700.00
Zamoskvorechye,monolith,2,2.36,722300.00
Zamoskvorechye,monolith,3,2.36,571000.00
Tagansky,stalin,2,2.37,443800.00
Tverskoy,brick,2,2.37,957400.00
Yakimanka,khrushchev,1,2.37,357600.00
Arbat,panel,1,2.37,473200.00
Zamoskvorechye,panel,2,2.37,429300.00
Dorogomilovo,modern_panel,3,2.37,621500.00
Donskoy,panel,2,2.37,197800.00
Tverskoy,panel,2,2.37,484200.00
Presnensky,brick,3,2.37,496600.00
Meshchansky,monolith,1,2.37,583200.00
Arbat,khrushchev,2,2.37,376100.00
Maryina Roshcha,khrushchev,1,2.37,148100.00
Arbat,brick,3,2.37,638900.00
Arbat,modern_panel,1,2.37,570400.00
Meshchansky,modern_panel,1,2.37,329100.00
Tagansky,modern_panel,3,2.37,283900.00
Basmanny,modern_panel,1,2.37,277000.00
Yakimanka,modern_panel,2,2.38,458500.00
Donskoy,stalin,2,2.38,296700.00
Khamovniki,khrushchev,5,2.38,411100.00
Meshchansky,khrushchev,2,2.38,333500.00
Krasnoselsky,modern_panel,5,2.38,287000.00
Arbat,monolith,2,2.38,452200.00
Yakimanka,modern_panel,1,2.38,487300.00
Meshchansky,panel,4,2.38,341300.00
Presnensky,modern_panel,1,2.38,413600.00
Maryina Roshcha,panel,2,2.39,176800.00
Presnensky,monolith,1,2.39,578400.00
Arbat,brick,4,2.39,373100.00
Donskoy,panel,3,2.39,260800.00
Arbat,khrushchev,1,2.39,428200.00
Yakimanka,brick,2,2.39,428300.00
Basmanny,modern_panel,2,2.39,428800.00
Tverskoy,monolith,4,2.39,481500.00
Arbat,panel,2,2.39,522100.00
Tverskoy,modern_panel,3,2.4,621900.00
Zamoskvorechye,monolith,1,2.4,515300.00
Krasnoselsky,panel,3,2.4,276200.00
Tverskoy,monolith,2,2.4,652000.00
Tagansky,monolith,3,2.4,436900.00
Zamoskvorechye,khrushchev,1,2.4,308100.00
Zamoskvorechye,brick,2,2.4,577600.00
Arbat,khrushchev,1,2.4,408200.00
Tagansky,stalin,1,2.4,516100.00
Arbat,brick,2,2.4,639200.00
Khamovniki,modern_panel,2,2.41,423000.00
Zamoskvorechye,stalin,2,2.41,518800.00
Tagansky,monolith,4,2.41,226500.00
Tverskoy,brick,3,2.41,526800.00
Arbat,panel,1,2.41,379000.00
Dorogomilovo,brick,3,2.41,451500.00
Maryina Roshcha,khrushchev,4,2.41,212100.00
Yakimanka,modern_panel,4,2.41,582100.00
Zamoskvorechye,khrushchev,3,2.41,248300.00
Tverskoy,brick,2,2.41,578250.00
Meshchansky,brick,2,2.41,481100.00
Zamoskvorechye,khrushchev,2,2.41,381800.00
