YEAR_MONTH,DISTRICT,OKRUG,SECONDARY_PRICE_PER_SQM,RENTAL_PRICE_PER_SQM_MONTHLY,AVG_MORTGAGE_RATE_PCT
2020-04,Yakimanka,CAO,483400,2014,6.75
2020-04,Tsaritsyno,YuAO,184400,769,6.75
2020-04,Sokolinaya Gora,VAO,192500,802,6.75
2020-04,Kurkino,SZAO,248600,1036,6.75
2020-04,Desyonovskoye,NAO,138100,575,6.75
2020-04,Klyonovskoye,TAO,76600,319,6.75
2020-04,Marfino,SVAO,193500,806,6.75
2020-04,Novogireyevo,VAO,191200,797,6.75
2020-04,Novofyodorovskoye,TAO,72800,303,6.75
2020-04,Aeroport,SAO,243200,1013,6.75
2020-04,Ochakovo-Matveyevskoye,ZAO,260800,1087,6.75
2020-04,Biryulyovo Zapadnoye,YuAO,163400,681,6.75
2020-04,Shchukino,SZAO,277400,1156,6.75
2020-04,Meshchansky,CAO,383200,1597,6.75
2020-04,Nagatinsky Zaton,YuAO,225400,939,6.75
2020-04,Mosrentgen,NAO,154200,642,6.75
2020-04,Vnukovo,ZAO,197600,823,6.75
2020-04,Izmaylovo,VAO,209100,871,6.75
2020-04,Zapadnoye Degunino,SAO,182400,760,6.75
2020-04,Alekseevsky,SVAO,244000,1016,6.75
2020-04,Troparyovo-Nikulino,ZAO,313400,1306,6.75
2020-04,Troitsk,TAO,104500,435,6.75
2020-05,Kuntsevo,ZAO,274300,1143,6.75
2020-05,Dorogomilovo,ZAO,398600,1661,6.75
2020-05,Orekhovo-Borisovo Severnoye,YuAO,179400,747,6.75
2020-05,Yaroslavsky,SVAO,188800,787,6.75
2020-05,Voskresenskoye,NAO,148400,618,6.75
2020-05,Preobrazhenskoye,VAO,211300,880,6.75
2020-05,Molzhaninovsky,SAO,161600,673,6.75
2020-05,Pokrovskoye-Streshnevo,SZAO,243000,1013,6.75
2020-05,Vnukovskoye,NAO,153600,640,6.75
2020-05,Severnoye Tushino,SZAO,227800,949,6.75
2020-05,Mikhaylovo-Yartsevskoye,TAO,79000,329,6.75
2020-05,Novofyodorovskoye,TAO,79000,329,6.75
2020-05,Mozhaysky,ZAO,262800,1095,6.75
2020-05,Levoberezhny,SAO,200800,837,6.75
2020-05,Butyrsky,SVAO,228600,952,6.75
2020-05,Vnukovo,ZAO,203400,847,6.75
2020-05,Nagorny,YuAO,217900,908,6.75
2020-05,Zyablikovo,YuAO,170800,712,6.75
2020-05,Pervomayskoye,TAO,88300,368,6.75
2020-05,Veshnyaki,VAO,177100,738,6.75
2020-05,Yuzhnoye Butovo,YuZAO,214300,893,6.75
2020-05,Bibirevo,SVAO,187000,779,6.75
2020-05,Bogorodskoye,VAO,201700,840,6.75
2020-05,Vostochnoye Izmaylovo,VAO,194600,811,6.75
2020-05,Khamovniki,CAO,517600,2157,6.75
2020-05,Konkovo,YuZAO,258800,1078,6.75
2020-05,Vostochny,VAO,170300,710,6.75
2020-05,Kievsky,TAO,74100,309,6.75
2020-05,Gagarinsky,YuZAO,332500,1385,6.75
2020-05,Filyovsky Park,ZAO,310500,1294,6.75
2020-05,Zamoskvorechye,CAO,418100,1742,6.75
2020-05,Sokol,SAO,276800,1153,6.75
2020-05,Zyuzino,YuZAO,264200,1101,6.75
2020-05,Timiryazevsky,SAO,228700,953,6.75
2020-05,Sokolinaya Gora,VAO,202200,843,6.75
2020-05,Aeroport,SAO,243100,1013,6.75
2020-05,Mitino,SZAO,227600,949,6.75
2020-05,Krasnopakhorskoye,TAO,86700,361,6.75
2020-05,Severnoye Izmaylovo,VAO,196500,819,6.75
2020-05,Ostankinsky,SVAO,237300,989,6.75
2020-05,Otradnoye,SVAO,201800,841,6.75
2020-05,Klyonovskoye,TAO,73900,308,6.75
2020-05,Krasnoselsky,CAO,390900,1629,6.75
2020-05,Akademichesky,YuZAO,298500,1244,6.75
2020-05,Begovoy,SAO,271700,1132,6.75
2020-05,Kokoshkino,NAO,124600,519,6.75
2020-05,Savyolovsky,SAO,258000,1075,6.75
2020-05,Troparyovo-Nikulino,ZAO,291900,1216,6.75
2020-05,Yakimanka,CAO,501700,2091,6.75
2020-05,Desyonovskoye,NAO,147200,614,6.75
2020-05,Sokolniki,VAO,241100,1004,6.75
2020-05,Yasenevo,YuZAO,248500,1036,6.75
2020-05,Marfino,SVAO,199000,829,6.75
2020-05,Mosrentgen,NAO,155000,646,6.75
2020-05,Alekseevsky,SVAO,244300,1018,6.75
2020-05,Meshchansky,CAO,389800,1624,6.75
2020-05,Shchukino,SZAO,275600,1148,6.75
2020-05,Nagatinsky Zaton,YuAO,233500,973,6.75
2020-05,Novogireyevo,VAO,190800,795,6.75
2020-05,Izmaylovo,VAO,208200,868,6.75
2020-05,Biryulyovo Zapadnoye,YuAO,169000,704,6.75
2020-05,Voronovskoye,TAO,84400,352,6.75
2020-05,Ochakovo-Matveyevskoye,ZAO,238600,994,6.75
2020-05,Kurkino,SZAO,262500,1094,6.75
2020-05,Voykovsky,SAO,226100,942,6.75
2020-05,Troitsk,TAO,100300,418,6.75
2020-05,Zapadnoye Degunino,SAO,184700,770,6.75
2020-05,Perovo,VAO,191200,797,6.75
2020-05,Tagansky,CAO,371800,1549,6.75
2020-05,Severny,SVAO,173600,723,6.75
2020-05,Cheryomushki,YuZAO,273400,1139,6.75
2020-05,Lomonosovsky,YuZAO,330700,1378,6.75
2020-05,Moskovsky,NAO,150900,629,6.75
2020-05,Fili-Davydkovo,ZAO,295500,1231,6.75
2020-05,Filimonkovskoye,NAO,127700,532,6.75
2020-05,Chertanovo Tsentralnoye,YuAO,182300,760,6.75
2020-05,Khoroshyovsky,SAO,264400,1102,6.75
2020-05,Babushkinsky,SVAO,195000,812,6.75
2020-05,Tsaritsyno,YuAO,187900,783,6.75
2020-05,Sviblovo,SVAO,194800,812,6.75
2020-05,Arbat,CAO,523500,2181,6.75
2020-05,Altufyevsky,SVAO,184500,769,6.75
2020-05,Ryazanovskoye,NAO,125100,521,6.75
2020-05,Metrogorodok,VAO,179100,746,6.75
2020-05,Severnoye Butovo,YuZAO,229200,955,6.75
2020-05,Khoroshyovo-Mnyovniki,SZAO,272400,1135,6.75
2020-05,Golovinsky,SAO,201500,840,6.75
2020-05,Krylatskoye,SZAO,310300,1293,6.75
2020-05,Kosino-Ukhtomsky,VAO,179100,746,6.75
2020-05,Prospekt Vernadskogo,ZAO,323100,1346,6.75
2020-05,Dmitrovsky,SAO,176000,733,6.75
2020-05,Strogino,SZAO,278800,1162,6.75
2020-05,Presnensky,CAO,489200,2038,6.75
2020-05,Losinoostrovsky,SVAO,192600,803,6.75
2020-05,Danilovsky,YuAO,251300,1047,6.75
2020-05,Severnoye Medvedkovo,SVAO,194000,808,6.75
2020-05,Brateyevo,YuAO,173400,722,6.75
2020-05,Ramenki,ZAO,334500,1394,6.75
2020-05,Chertanovo Severnoye,YuAO,192800,803,6.75
2020-05,Obruchevsky,YuZAO,274600,1144,6.75
2020-05,Nagatino-Sadovniki,YuAO,220000,917,6.75
2020-05,Sosenskoye,NAO,156600,652,6.75
2020-05,Tyoply Stan,YuZAO,240300,1001,6.75
2020-05,Kotlovka,YuZAO,257100,1071,6.75
2020-05,Maryina Roshcha,SVAO,240900,1004,6.75
2020-05,Solntsevo,ZAO,216600,902,6.75
2020-05,Chertanovo Yuzhnoye,YuAO,179100,746,6.75
2020-05,Biryulyovo Vostochnoye,YuAO,172500,719,6.75
2020-05,Donskoy,YuAO,257200,1072,6.75
2020-05,Khovrino,SAO,185400,773,6.75
2020-05,Golyanovo,VAO,175900,733,6.75
2020-05,Beskudnikovsky,SAO,184900,770,6.75
2020-05,Koptevo,SAO,209900,874,6.75
2020-05,Orekhovo-Borisovo Yuzhnoye,YuAO,172700,720,6.75
2020-05,Novo-Peredelkino,ZAO,197800,824,6.75
2020-05,Basmanny,CAO,398100,1659,6.75
2020-05,Ivanovskoye,VAO,182400,760,6.75
2020-05,Yuzhnoye Medvedkovo,SVAO,196400,818,6.75
2020-05,Shcherbinka,NAO,141800,591,6.75
2020-05,Yuzhnoye Tushino,SZAO,230000,958,6.75
2020-05,Zelenograd,ZelAO,120900,504,6.75
2020-05,Moskvorechye-Saburovo,YuAO,186200,776,6.75
2020-05,Rostokino,SVAO,199800,832,6.75
2020-05,Lianozovo,SVAO,171100,713,6.75
2020-05,Rogovskoye,TAO,73400,306,6.75
2020-05,Shchapovskoye,TAO,77800,324,6.75
2020-05,Marushkinskoye,NAO,123700,516,6.75
2020-05,Novokosino,VAO,184700,769,6.75
2020-05,Tverskoy,CAO,475000,1979,6.75
2020-06,Begovoy,SAO,268700,1119,6.75
2020-06,Vnukovo,ZAO,205800,858,6.75
2020-06,Dmitrovsky,SAO,192500,802,6.75
2020-06,Obruchevsky,YuZAO,273300,1139,6.75
2020-06,Ostankinsky,SVAO,250800,1045,6.75
2020-06,Zyuzino,YuZAO,250800,1045,6.75
2020-06,Nagorny,YuAO,225000,938,6.75
2020-06,Kotlovka,YuZAO,274200,1143,6.75
2020-06,Zamoskvorechye,CAO,434900,1812,6.75
2020-06,Metrogorodok,VAO,179700,749,6.75
2020-06,Perovo,VAO,193000,804,6.75
2020-06,Zyablikovo,YuAO,171400,714,6.75
2020-06,Ryazanovskoye,NAO,126100,525,6.75
2020-06,Moskvorechye-Saburovo,YuAO,200300,835,6.75
2020-06,Shcherbinka,NAO,143100,596,6.75
2020-06,Savyolovsky,SAO,260800,1087,6.75
2020-06,Mikhaylovo-Yartsevskoye,TAO,84600,352,6.75
2020-06,Arbat,CAO,515700,2149,6.75
2020-06,Pokrovskoye-Streshnevo,SZAO,251400,1047,6.75
2020-06,Losinoostrovsky,SVAO,205300,855,6.75
2020-06,Maryina Roshcha,SVAO,242200,1009,6.75
2020-06,Severnoye Butovo,YuZAO,217900,908,6.75
2020-06,Kosino-Ukhtomsky,VAO,174900,729,6.75
2020-06,Golovinsky,SAO,196800,820,6.75
2020-06,Krylatskoye,SZAO,307200,1280,6.75
2020-06,Golyanovo,VAO,183200,763,6.75
2020-06,Severnoye Izmaylovo,VAO,201500,840,6.75
2020-06,Levoberezhny,SAO,203900,850,6.75
2020-06,Preobrazhenskoye,VAO,210600,878,6.75
2020-06,Vostochny,VAO,163200,680,6.75
2020-06,Kurkino,SZAO,257600,1073,6.75
2020-06,Voykovsky,SAO,211200,880,6.75
2020-06,Molzhaninovsky,SAO,164500,686,6.75
2020-06,Basmanny,CAO,401800,1674,6.75
2020-06,Zapadnoye Degunino,SAO,188500,785,6.75
2020-06,Marfino,SVAO,204200,851,6.75
2020-06,Novokosino,VAO,188900,787,6.75
2020-06,Cheryomushki,YuZAO,287300,1197,6.75
2020-06,Vostochnoye Izmaylovo,VAO,202100,842,6.75
2020-06,Lomonosovsky,YuZAO,334000,1392,6.75
2020-06,Moskovsky,NAO,161800,674,6.75
2020-06,Butyrsky,SVAO,232000,966,6.75
2020-06,Krasnopakhorskoye,TAO,91600,382,6.75
2020-06,Fili-Davydkovo,ZAO,294000,1225,6.75
2020-06,Konkovo,YuZAO,254000,1058,6.75
2020-06,Filimonkovskoye,NAO,128800,537,6.75
2020-06,Filyovsky Park,ZAO,318100,1325,6.75
2020-06,Shchapovskoye,TAO,78900,329,6.75
2020-06,Lianozovo,SVAO,185000,771,6.75
2020-06,Nagatino-Sadovniki,YuAO,225300,939,6.75
2020-06,Yasenevo,YuZAO,247600,1032,6.75
2020-06,Kokoshkino,NAO,126400,527,6.75
2020-06,Sosenskoye,NAO,159400,664,6.75
2020-06,Yuzhnoye Butovo,YuZAO,207600,865,6.75
2020-06,Tyoply Stan,YuZAO,240800,1003,6.75
2020-06,Ivanovskoye,VAO,188100,784,6.75
2020-06,Mosrentgen,NAO,152600,636,6.75
2020-06,Sviblovo,SVAO,203700,849,6.75
2020-06,Marushkinskoye,NAO,120000,500,6.75
2020-06,Nagatinsky Zaton,YuAO,224800,937,6.75
2020-06,Aeroport,SAO,255700,1065,6.75
2020-06,Beskudnikovsky,SAO,198700,828,6.75
2020-06,Novogireyevo,VAO,200100,834,6.75
2020-06,Izmaylovo,VAO,217900,908,6.75
2020-06,Klyonovskoye,TAO,74700,311,6.75
2020-06,Koptevo,SAO,216900,904,6.75
2020-06,Desyonovskoye,NAO,154900,645,6.75
2020-06,Mitino,SZAO,217800,908,6.75
2020-06,Novofyodorovskoye,TAO,76800,320,6.75
2020-06,Biryulyovo Vostochnoye,YuAO,178400,743,6.75
2020-06,Vnukovskoye,NAO,151700,632,6.75
2020-06,Novo-Peredelkino,ZAO,214000,892,6.75
2020-06,Prospekt Vernadskogo,ZAO,328500,1369,6.75
2020-06,Kuntsevo,ZAO,272900,1137,6.75
2020-06,Bogorodskoye,VAO,197800,824,6.75
2020-06,Yuzhnoye Tushino,SZAO,240000,1000,6.75
2020-06,Rogovskoye,TAO,74400,310,6.75
2020-06,Babushkinsky,SVAO,196400,818,6.75
2020-06,Khoroshyovsky,SAO,293700,1224,6.75
2020-06,Solntsevo,ZAO,220500,919,6.75
2020-06,Chertanovo Tsentralnoye,YuAO,198100,826,6.75
2020-06,Rostokino,SVAO,206200,859,6.75
2020-06,Bibirevo,SVAO,190800,795,6.75
2020-06,Troitsk,TAO,109500,456,6.75
2020-06,Tsaritsyno,YuAO,191100,796,6.75
2020-06,Presnensky,CAO,471900,1966,6.75
2020-06,Sokolinaya Gora,VAO,199500,831,6.75
2020-06,Severny,SVAO,167200,697,6.75
2020-06,Troparyovo-Nikulino,ZAO,295800,1233,6.75
2020-06,Gagarinsky,YuZAO,333400,1389,6.75
2020-06,Kievsky,TAO,76900,320,6.75
2020-06,Sokolniki,VAO,236100,984,6.75
2020-06,Severnoye Tushino,SZAO,237200,988,6.75
2020-06,Pervomayskoye,TAO,82900,345,6.75
2020-06,Yaroslavsky,SVAO,189700,790,6.75
2020-06,Krasnoselsky,CAO,368700,1536,6.75
2020-06,Khoroshyovo-Mnyovniki,SZAO,278900,1162,6.75
2020-06,Mozhaysky,ZAO,255000,1063,6.75
2020-06,Brateyevo,YuAO,165900,691,6.75
2020-06,Zelenograd,ZelAO,128600,536,6.75
2020-06,Timiryazevsky,SAO,240100,1001,6.75
2020-06,Chertanovo Severnoye,YuAO,197500,823,6.75
2020-06,Khamovniki,CAO,534400,2227,6.75
2020-06,Chertanovo Yuzhnoye,YuAO,177800,741,6.75
2020-06,Donskoy,YuAO,265100,1105,6.75
2020-06,Khovrino,SAO,199100,830,6.75
2020-06,Tverskoy,CAO,516300,2151,6.75
2020-06,Yuzhnoye Medvedkovo,SVAO,201300,839,6.75
2020-06,Orekhovo-Borisovo Yuzhnoye,YuAO,187500,781,6.75
2020-06,Otradnoye,SVAO,222500,927,6.75
2020-06,Akademichesky,YuZAO,307400,1281,6.75
2020-06,Severnoye Medvedkovo,SVAO,188500,786,6.75
2020-06,Biryulyovo Zapadnoye,YuAO,174700,728,6.75
2020-06,Alekseevsky,SVAO,256000,1066,6.75
2020-06,Orekhovo-Borisovo Severnoye,YuAO,171800,716,6.75
2020-06,Ochakovo-Matveyevskoye,ZAO,257300,1072,6.75
2020-06,Ramenki,ZAO,337100,1405,6.75
2020-06,Voronovskoye,TAO,83700,349,6.75
2020-06,Danilovsky,YuAO,239600,998,6.75
2020-06,Voskresenskoye,NAO,143300,597,6.75
2020-06,Yakimanka,CAO,483400,2014,6.75
2020-06,Veshnyaki,VAO,181800,757,6.75
2020-06,Altufyevsky,SVAO,183900,766,6.75
2020-06,Meshchansky,CAO,384700,1603,6.75
2020-06,Sokol,SAO,285400,1189,6.75
2020-06,Shchukino,SZAO,283900,1183,6.75
2020-06,Tagansky,CAO,383900,1600,6.75
2020-06,Dorogomilovo,ZAO,387100,1613,6.75
2020-06,Strogino,SZAO,289900,1208,6.75
2020-07,Marushkinskoye,NAO,119100,496,6.75
2020-07,Donskoy,YuAO,266400,1110,6.75
2020-07,Golyanovo,VAO,191200,797,6.75
2020-07,Meshchansky,CAO,411500,1714,6.75
2020-07,Yuzhnoye Butovo,YuZAO,211300,880,6.75
2020-07,Alekseevsky,SVAO,248800,1037,6.75
2020-07,Yuzhnoye Medvedkovo,SVAO,202100,842,6.75
2020-07,Khovrino,SAO,198600,827,6.75
2020-07,Chertanovo Yuzhnoye,YuAO,175500,731,6.75
2020-07,Kotlovka,YuZAO,271100,1130,6.75
2020-07,Solntsevo,ZAO,230600,961,6.75
2020-07,Maryina Roshcha,SVAO,238600,994,6.75
2020-07,Tverskoy,CAO,497200,2072,6.75
2020-07,Perovo,VAO,201600,840,6.75
2020-07,Shcherbinka,NAO,139000,579,6.75
2020-07,Sokolniki,VAO,243500,1015,6.75
2020-07,Nagorny,YuAO,225600,940,6.75
2020-07,Levoberezhny,SAO,207500,864,6.75
2020-07,Chertanovo Severnoye,YuAO,193200,805,6.75
2020-07,Severnoye Tushino,SZAO,225300,939,6.75
2020-07,Nagatino-Sadovniki,YuAO,222700,928,6.75
2020-07,Severnoye Medvedkovo,SVAO,195400,814,6.75
2020-07,Pervomayskoye,TAO,84900,354,6.75
2020-07,Kosino-Ukhtomsky,VAO,179400,748,6.75
2020-07,Golovinsky,SAO,208300,868,6.75
2020-07,Ramenki,ZAO,348300,1451,6.75
2020-07,Obruchevsky,YuZAO,287800,1199,6.75
2020-07,Mozhaysky,ZAO,267600,1115,6.75
2020-07,Khoroshyovo-Mnyovniki,SZAO,279000,1163,6.75
2020-07,Zelenograd,ZelAO,126800,528,6.75
2020-07,Sosenskoye,NAO,165600,690,6.75
2020-07,Moskvorechye-Saburovo,YuAO,198300,826,6.75
2020-07,Nagatinsky Zaton,YuAO,237800,991,6.75
2020-07,Tyoply Stan,YuZAO,233000,971,6.75
2020-07,Mosrentgen,NAO,160800,670,6.75
2020-07,Khoroshyovsky,SAO,296300,1235,6.75
2020-07,Troitsk,TAO,106900,445,6.75
2020-07,Chertanovo Tsentralnoye,YuAO,193800,807,6.75
2020-07,Filimonkovskoye,NAO,129600,540,6.75
2020-07,Voronovskoye,TAO,83200,347,6.75
2020-07,Kurkino,SZAO,262400,1093,6.75
2020-07,Voykovsky,SAO,237400,989,6.75
2020-07,Rostokino,SVAO,193800,807,6.75
2020-07,Strogino,SZAO,284900,1187,6.75
2020-07,Fili-Davydkovo,ZAO,285300,1189,6.75
2020-07,Ivanovskoye,VAO,187100,780,6.75
2020-07,Rogovskoye,TAO,79800,333,6.75
2020-07,Dmitrovsky,SAO,192700,803,6.75
2020-07,Lomonosovsky,YuZAO,331900,1383,6.75
2020-07,Moskovsky,NAO,156200,651,6.75
2020-07,Cheryomushki,YuZAO,271900,1133,6.75
2020-07,Severny,SVAO,180500,752,6.75
2020-07,Zapadnoye Degunino,SAO,196800,820,6.75
2020-07,Marfino,SVAO,198700,828,6.75
2020-07,Tagansky,CAO,376400,1568,6.75
2020-07,Novogireyevo,VAO,209400,872,6.75
2020-07,Orekhovo-Borisovo Yuzhnoye,YuAO,178600,744,6.75
2020-07,Beskudnikovsky,SAO,189600,790,6.75
2020-07,Prospekt Vernadskogo,ZAO,351500,1465,6.75
2020-07,Shchukino,SZAO,282600,1177,6.75
2020-07,Presnensky,CAO,493500,2056,6.75
2020-07,Basmanny,CAO,399700,1665,6.75
2020-07,Koptevo,SAO,210200,876,6.75
2020-07,Danilovsky,YuAO,246700,1028,6.75
2020-07,Biryulyovo Vostochnoye,YuAO,169600,707,6.75
2020-07,Lianozovo,SVAO,188500,785,6.75
2020-07,Novo-Peredelkino,ZAO,214200,892,6.75
2020-07,Losinoostrovsky,SVAO,197700,824,6.75
2020-07,Izmaylovo,VAO,222900,929,6.75
2020-07,Yuzhnoye Tushino,SZAO,232100,967,6.75
2020-07,Novokosino,VAO,184800,770,6.75
2020-07,Biryulyovo Zapadnoye,YuAO,172100,717,6.75
2020-07,Babushkinsky,SVAO,201700,840,6.75
2020-07,Shchapovskoye,TAO,84500,352,6.75
2020-07,Ochakovo-Matveyevskoye,ZAO,261100,1088,6.75
2020-07,Troparyovo-Nikulino,ZAO,313800,1307,6.75
2020-07,Dorogomilovo,ZAO,403900,1683,6.75
2020-07,Severnoye Izmaylovo,VAO,200300,835,6.75
2020-07,Bogorodskoye,VAO,201400,839,6.75
2020-07,Khamovniki,CAO,533700,2224,6.75
2020-07,Sokolinaya Gora,VAO,201100,838,6.75
2020-07,Yakimanka,CAO,483500,2014,6.75
2020-07,Altufyevsky,SVAO,186800,778,6.75
2020-07,Kievsky,TAO,78300,326,6.75
2020-07,Metrogorodok,VAO,184800,770,6.75
2020-07,Filyovsky Park,ZAO,324000,1350,6.75
2020-07,Molzhaninovsky,SAO,167700,699,6.75
2020-07,Sokol,SAO,266700,1111,6.75
2020-07,Orekhovo-Borisovo Severnoye,YuAO,172500,719,6.75
2020-07,Ostankinsky,SVAO,242100,1009,6.75
2020-07,Yasenevo,YuZAO,265600,1106,6.75
2020-07,Konkovo,YuZAO,259400,1081,6.75
2020-07,Gagarinsky,YuZAO,333700,1390,6.75
2020-07,Brateyevo,YuAO,181800,758,6.75
2020-07,Pokrovskoye-Streshnevo,SZAO,236700,986,6.75
2020-07,Zamoskvorechye,CAO,444800,1853,6.75
2020-07,Preobrazhenskoye,VAO,219000,912,6.75
2020-07,Ryazanovskoye,NAO,120600,503,6.75
2020-07,Otradnoye,SVAO,201800,841,6.75
2020-07,Vnukovskoye,NAO,157900,658,6.75
2020-07,Zyuzino,YuZAO,256400,1068,6.75
2020-07,Vnukovo,ZAO,204200,851,6.75
2020-07,Tsaritsyno,YuAO,190800,795,6.75
2020-07,Akademichesky,YuZAO,292700,1220,6.75
2020-07,Butyrsky,SVAO,231400,964,6.75
2020-07,Kuntsevo,ZAO,277200,1155,6.75
2020-07,Krasnopakhorskoye,TAO,91400,381,6.75
2020-07,Mitino,SZAO,229200,955,6.75
2020-07,Arbat,CAO,499300,2081,6.75
2020-07,Savyolovsky,SAO,271600,1131,6.75
2020-07,Begovoy,SAO,275500,1148,6.75
2020-07,Yaroslavsky,SVAO,195400,814,6.75
2020-07,Vostochnoye Izmaylovo,VAO,194600,811,6.75
2020-07,Krasnoselsky,CAO,380000,1583,6.75
2020-07,Krylatskoye,SZAO,316100,1317,6.75
2020-07,Severnoye Butovo,YuZAO,221700,924,6.75
2020-07,Mikhaylovo-Yartsevskoye,TAO,82500,344,6.75
2020-07,Desyonovskoye,NAO,146900,612,6.75
2020-07,Timiryazevsky,SAO,237700,991,6.75
2020-07,Bibirevo,SVAO,193800,807,6.75
2020-07,Zyablikovo,YuAO,178100,742,6.75
2020-07,Kokoshkino,NAO,120800,504,6.75
2020-07,Novofyodorovskoye,TAO,74400,310,6.75
2020-07,Voskresenskoye,NAO,150000,625,6.75
2020-07,Klyonovskoye,TAO,77200,322,6.75
2020-07,Veshnyaki,VAO,179200,747,6.75
2020-07,Aeroport,SAO,253300,1055,6.75
2020-07,Vostochny,VAO,170100,709,6.75
2020-07,Sviblovo,SVAO,196200,817,6.75
2020-08,Sviblovo,SVAO,209000,871,6.75
2020-08,Vnukovo,ZAO,202800,845,6.75
2020-08,Tsaritsyno,YuAO,191300,797,6.75
2020-08,Novofyodorovskoye,TAO,79900,333,6.75
2020-08,Zamoskvorechye,CAO,458600,1911,6.75
2020-08,Troparyovo-Nikulino,ZAO,294100,1225,6.75
2020-08,Zapadnoye Degunino,SAO,192200,801,6.75
2020-08,Khoroshyovsky,SAO,276200,1151,6.75
2020-08,Fili-Davydkovo,ZAO,302800,1261,6.75
2020-08,Marfino,SVAO,216400,902,6.75
2020-08,Tagansky,CAO,403000,1679,6.75
2020-08,Dmitrovsky,SAO,183100,763,6.75
2020-08,Sokol,SAO,283800,1183,6.75
2020-08,Severny,SVAO,172300,718,6.75
2020-08,Aeroport,SAO,249400,1039,6.75
2020-08,Lomonosovsky,YuZAO,363400,1514,6.75
2020-08,Cheryomushki,YuZAO,285700,1190,6.75
2020-08,Bogorodskoye,VAO,200500,835,6.75
2020-08,Sokolinaya Gora,VAO,204800,853,6.75
2020-08,Moskovsky,NAO,155000,646,6.75
2020-08,Mikhaylovo-Yartsevskoye,TAO,82600,344,6.75
2020-08,Dorogomilovo,ZAO,404400,1685,6.75
2020-08,Severnoye Izmaylovo,VAO,201500,840,6.75
2020-08,Gagarinsky,YuZAO,355100,1480,6.75
2020-08,Meshchansky,CAO,389700,1624,6.75
2020-08,Danilovsky,YuAO,268600,1119,6.75
2020-08,Voskresenskoye,NAO,151100,629,6.75
2020-08,Ramenki,ZAO,373500,1556,6.75
2020-08,Mosrentgen,NAO,163500,681,6.75
2020-08,Obruchevsky,YuZAO,289900,1208,6.75
2020-08,Nagatinsky Zaton,YuAO,238200,992,6.75
2020-08,Altufyevsky,SVAO,197600,823,6.75
2020-08,Sosenskoye,NAO,160900,670,6.75
2020-08,Alekseevsky,SVAO,254900,1062,6.75
2020-08,Savyolovsky,SAO,267700,1115,6.75
2020-08,Severnoye Medvedkovo,SVAO,203700,849,6.75
2020-08,Zyablikovo,YuAO,181100,755,6.75
2020-08,Chertanovo Severnoye,YuAO,198300,826,6.75
2020-08,Nagatino-Sadovniki,YuAO,223100,929,6.75
2020-08,Ochakovo-Matveyevskoye,ZAO,259900,1083,6.75
2020-08,Kurkino,SZAO,271400,1131,6.75
2020-08,Rogovskoye,TAO,79900,333,6.75
2020-08,Zyuzino,YuZAO,268400,1118,6.75
2020-08,Strogino,SZAO,302700,1261,6.75
2020-08,Voykovsky,SAO,226400,943,6.75
2020-08,Voronovskoye,TAO,78900,329,6.75
2020-08,Ryazanovskoye,NAO,127900,533,6.75
2020-08,Pokrovskoye-Streshnevo,SZAO,247900,1033,6.75
2020-08,Presnensky,CAO,493900,2058,6.75
2020-08,Orekhovo-Borisovo Severnoye,YuAO,184300,768,6.75
2020-08,Biryulyovo Zapadnoye,YuAO,179900,750,6.75
2020-08,Izmaylovo,VAO,218800,912,6.75
2020-08,Ostankinsky,SVAO,256400,1069,6.75
2020-08,Tyoply Stan,YuZAO,240000,1000,6.75
2020-08,Novogireyevo,VAO,194900,812,6.75
2020-08,Yakimanka,CAO,539400,2248,6.75
2020-08,Shchukino,SZAO,287900,1200,6.75
2020-08,Donskoy,YuAO,265500,1106,6.75
2020-08,Shcherbinka,NAO,149400,623,6.75
2020-08,Solntsevo,ZAO,235900,983,6.75
2020-08,Maryina Roshcha,SVAO,242000,1008,6.75
2020-08,Metrogorodok,VAO,194800,812,6.75
2020-08,Konkovo,YuZAO,248400,1035,6.75
2020-08,Chertanovo Yuzhnoye,YuAO,183000,763,6.75
2020-08,Khamovniki,CAO,546600,2278,6.75
2020-08,Golyanovo,VAO,180900,754,6.75
2020-08,Khoroshyovo-Mnyovniki,SZAO,285300,1189,6.75
2020-08,Moskvorechye-Saburovo,YuAO,193200,805,6.75
2020-08,Filyovsky Park,ZAO,326800,1362,6.75
2020-08,Kievsky,TAO,78000,325,6.75
2020-08,Kotlovka,YuZAO,277300,1155,6.75
2020-08,Khovrino,SAO,200100,834,6.75
2020-08,Tverskoy,CAO,499900,2083,6.75
2020-08,Yasenevo,YuZAO,267300,1114,6.75
2020-08,Pervomayskoye,TAO,84900,354,6.75
2020-08,Marushkinskoye,NAO,121700,507,6.75
2020-08,Veshnyaki,VAO,188900,787,6.75
2020-08,Yaroslavsky,SVAO,195800,816,6.75
2020-08,Severnoye Butovo,YuZAO,232300,968,6.75
2020-08,Kokoshkino,NAO,128700,536,6.75
2020-08,Nagorny,YuAO,214300,893,6.75
2020-08,Sokolniki,VAO,239900,1000,6.75
2020-08,Levoberezhny,SAO,210300,876,6.75
2020-08,Krasnoselsky,CAO,377800,1574,6.75
2020-08,Begovoy,SAO,268300,1118,6.75
2020-08,Severnoye Tushino,SZAO,230400,960,6.75
2020-08,Kosino-Ukhtomsky,VAO,166100,692,6.75
