YEAR_MONTH,DISTRICT,OKRUG,N_LISTINGS_SECONDARY,N_LISTINGS_RENTAL
2020-05,Ramenki,ZAO,56,106
2020-05,Chertanovo Severnoye,YuAO,106,38
2020-05,Obruchevsky,YuZAO,89,38
2020-05,Nagatino-Sadovniki,YuAO,79,99
2020-05,Sosenskoye,NAO,60,49
2020-05,Tyoply Stan,YuZAO,22,24
2020-05,Kotlovka,YuZAO,117,92
2020-05,Maryina Roshcha,SVAO,86,48
2020-05,Solntsevo,ZAO,156,53
2020-05,Chertanovo Yuzhnoye,YuAO,164,61
2020-05,Biryulyovo Vostochnoye,YuAO,171,101
2020-05,Donskoy,YuAO,89,65
2020-05,Khovrino,SAO,183,10
2020-05,Golyanovo,VAO,37,99
2020-05,Beskudnikovsky,SAO,188,104
2020-05,Koptevo,SAO,160,13
2020-05,Orekhovo-Borisovo Yuzhnoye,YuAO,125,90
2020-05,Novo-Peredelkino,ZAO,199,69
2020-05,Basmanny,CAO,95,41
2020-05,Ivanovskoye,VAO,182,118
2020-05,Yuzhnoye Medvedkovo,SVAO,190,40
2020-05,Shcherbinka,NAO,50,110
2020-05,Yuzhnoye Tushino,SZAO,76,11
2020-05,Zelenograd,ZelAO,67,27
2020-05,Moskvorechye-Saburovo,YuAO,57,35
2020-05,Rostokino,SVAO,59,87
2020-05,Lianozovo,SVAO,92,50
2020-05,Rogovskoye,TAO,186,83
2020-05,Shchapovskoye,TAO,109,54
2020-05,Marushkinskoye,NAO,160,21
2020-05,Novokosino,VAO,68,54
2020-05,Tverskoy,CAO,157,102
2020-06,Begovoy,SAO,32,118
2020-06,Vnukovo,ZAO,108,50
2020-06,Dmitrovsky,SAO,126,42
2020-06,Obruchevsky,YuZAO,73,26
2020-06,Ostankinsky,SVAO,168,33
2020-06,Zyuzino,YuZAO,97,44
2020-06,Nagorny,YuAO,121,102
2020-06,Kotlovka,YuZAO,126,88
2020-06,Zamoskvorechye,CAO,101,106
2020-06,Metrogorodok,VAO,131,118
2020-06,Perovo,VAO,76,119
2020-06,Zyablikovo,YuAO,123,100
2020-06,Ryazanovskoye,NAO,164,43
2020-06,Moskvorechye-Saburovo,YuAO,196,48
2020-06,Shcherbinka,NAO,95,40
2020-06,Savyolovsky,SAO,140,119
2020-06,Mikhaylovo-Yartsevskoye,TAO,118,43
2020-06,Arbat,CAO,182,81
2020-06,Pokrovskoye-Streshnevo,SZAO,188,89
2020-06,Losinoostrovsky,SVAO,110,45
2020-06,Maryina Roshcha,SVAO,21,40
2020-06,Severnoye Butovo,YuZAO,136,32
2020-06,Kosino-Ukhtomsky,VAO,52,33
2020-06,Golovinsky,SAO,176,100
2020-06,Krylatskoye,SZAO,20,119
2020-06,Golyanovo,VAO,130,38
2020-06,Severnoye Izmaylovo,VAO,78,32
2020-06,Levoberezhny,SAO,151,46
2020-06,Preobrazhenskoye,VAO,118,89
2020-06,Vostochny,VAO,167,16
2020-06,Kurkino,SZAO,69,33
2020-06,Voykovsky,SAO,176,108
2020-06,Molzhaninovsky,SAO,197,99
2020-06,Basmanny,CAO,52,32
2020-06,Zapadnoye Degunino,SAO,47,48
2020-06,Marfino,SVAO,73,92
2020-06,Novokosino,VAO,85,111
2020-06,Cheryomushki,YuZAO,193,71
2020-06,Vostochnoye Izmaylovo,VAO,109,40
2020-06,Lomonosovsky,YuZAO,159,72
2020-06,Moskovsky,NAO,127,94
2020-06,Butyrsky,SVAO,163,18
2020-06,Krasnopakhorskoye,TAO,64,72
2020-06,Fili-Davydkovo,ZAO,25,111
2020-06,Konkovo,YuZAO,182,13
2020-06,Filimonkovskoye,NAO,175,37
2020-06,Filyovsky Park,ZAO,177,119
2020-06,Shchapovskoye,TAO,178,75
2020-06,Lianozovo,SVAO,61,87
2020-06,Nagatino-Sadovniki,YuAO,188,51
2020-06,Yasenevo,YuZAO,186,41
2020-06,Kokoshkino,NAO,146,74
2020-06,Sosenskoye,NAO,146,91
2020-06,Yuzhnoye Butovo,YuZAO,179,99
2020-06,Tyoply Stan,YuZAO,79,31
2020-06,Ivanovskoye,VAO,29,52
2020-06,Mosrentgen,NAO,115,116
2020-06,Sviblovo,SVAO,132,92
2020-06,Marushkinskoye,NAO,126,10
2020-06,Nagatinsky Zaton,YuAO,48,63
2020-06,Aeroport,SAO,103,42
2020-06,Beskudnikovsky,SAO,87,70
2020-06,Novogireyevo,VAO,75,75
2020-06,Izmaylovo,VAO,199,58
2020-06,Klyonovskoye,TAO,68,15
2020-06,Koptevo,SAO,165,80
2020-06,Desyonovskoye,NAO,121,70
2020-06,Mitino,SZAO,119,89
2020-06,Novofyodorovskoye,TAO,183,108
2020-06,Biryulyovo Vostochnoye,YuAO,81,67
2020-06,Vnukovskoye,NAO,78,95
2020-06,Novo-Peredelkino,ZAO,107,115
2020-06,Prospekt Vernadskogo,ZAO,114,78
2020-06,Kuntsevo,ZAO,59,78
2020-06,Bogorodskoye,VAO,180,101
2020-06,Yuzhnoye Tushino,SZAO,145,77
2020-06,Rogovskoye,TAO,115,66
2020-06,Babushkinsky,SVAO,179,86
2020-06,Khoroshyovsky,SAO,128,101
2020-06,Solntsevo,ZAO,144,13
2020-06,Chertanovo Tsentralnoye,YuAO,71,20
2020-06,Rostokino,SVAO,22,82
2020-06,Bibirevo,SVAO,170,100
2020-06,Troitsk,TAO,158,56
2020-06,Tsaritsyno,YuAO,152,20
2020-06,Presnensky,CAO,70,62
2020-06,Sokolinaya Gora,VAO,51,62
2020-06,Severny,SVAO,152,60
2020-06,Troparyovo-Nikulino,ZAO,121,75
2020-06,Gagarinsky,YuZAO,175,67
2020-06,Kievsky,TAO,84,71
2020-06,Sokolniki,VAO,194,67
2020-06,Severnoye Tushino,SZAO,169,83
2020-06,Pervomayskoye,TAO,131,63
2020-06,Yaroslavsky,SVAO,196,83
2020-06,Krasnoselsky,CAO,103,56
2020-06,Khoroshyovo-Mnyovniki,SZAO,72,110
2020-06,Mozhaysky,ZAO,148,20
2020-06,Brateyevo,YuAO,25,53
2020-06,Zelenograd,ZelAO,124,108
2020-06,Timiryazevsky,SAO,141,40
2020-06,Chertanovo Severnoye,YuAO,153,88
2020-06,Khamovniki,CAO,113,103
2020-06,Chertanovo Yuzhnoye,YuAO,95,111
2020-06,Donskoy,YuAO,104,94
2020-06,Khovrino,SAO,123,12
2020-06,Tverskoy,CAO,94,15
2020-06,Yuzhnoye Medvedkovo,SVAO,132,104
2020-06,Orekhovo-Borisovo Yuzhnoye,YuAO,192,104
2020-06,Otradnoye,SVAO,84,117
2020-06,Akademichesky,YuZAO,83,114
2020-06,Severnoye Medvedkovo,SVAO,185,15
2020-06,Biryulyovo Zapadnoye,YuAO,158,102
2020-06,Alekseevsky,SVAO,40,16
2020-06,Orekhovo-Borisovo Severnoye,YuAO,67,62
2020-06,Ochakovo-Matveyevskoye,ZAO,41,74
2020-06,Ramenki,ZAO,82,23
2020-06,Voronovskoye,TAO,69,30
2020-06,Danilovsky,YuAO,122,100
2020-06,Voskresenskoye,NAO,159,91
2020-06,Yakimanka,CAO,31,55
2020-06,Veshnyaki,VAO,30,77
2020-06,Altufyevsky,SVAO,154,43
2020-06,Meshchansky,CAO,97,105
2020-06,Sokol,SAO,20,114
2020-06,Shchukino,SZAO,44,22
2020-06,Tagansky,CAO,125,105
2020-06,Dorogomilovo,ZAO,83,29
2020-06,Strogino,SZAO,23,119
2020-07,Marushkinskoye,NAO,123,65
2020-07,Donskoy,YuAO,24,101
2020-07,Golyanovo,VAO,123,34
2020-07,Meshchansky,CAO,117,86
2020-07,Yuzhnoye Butovo,YuZAO,145,71
2020-07,Alekseevsky,SVAO,72,68
2020-07,Yuzhnoye Medvedkovo,SVAO,112,28
2020-07,Khovrino,SAO,81,23
2020-07,Chertanovo Yuzhnoye,YuAO,115,119
2020-07,Kotlovka,YuZAO,137,104
2020-07,Solntsevo,ZAO,143,97
2020-07,Maryina Roshcha,SVAO,52,75
2020-07,Tverskoy,CAO,153,14
2020-07,Perovo,VAO,138,56
2020-07,Shcherbinka,NAO,109,12
2020-07,Sokolniki,VAO,194,62
2020-07,Nagorny,YuAO,166,109
2020-07,Levoberezhny,SAO,188,67
2020-07,Chertanovo Severnoye,YuAO,174,22
2020-07,Severnoye Tushino,SZAO,159,37
2020-07,Nagatino-Sadovniki,YuAO,175,105
2020-07,Severnoye Medvedkovo,SVAO,145,105
2020-07,Pervomayskoye,TAO,55,30
2020-07,Kosino-Ukhtomsky,VAO,81,95
2020-07,Golovinsky,SAO,144,95
2020-07,Ramenki,ZAO,26,21
2020-07,Obruchevsky,YuZAO,74,77
2020-07,Mozhaysky,ZAO,92,34
2020-07,Khoroshyovo-Mnyovniki,SZAO,77,96
2020-07,Zelenograd,ZelAO,142,49
2020-07,Sosenskoye,NAO,24,63
2020-07,Moskvorechye-Saburovo,YuAO,193,39
2020-07,Nagatinsky Zaton,YuAO,90,112
2020-07,Tyoply Stan,YuZAO,103,56
2020-07,Mosrentgen,NAO,56,44
2020-07,Khoroshyovsky,SAO,151,98
2020-07,Troitsk,TAO,177,101
2020-07,Chertanovo Tsentralnoye,YuAO,158,57
2020-07,Filimonkovskoye,NAO,137,106
2020-07,Voronovskoye,TAO,79,104
2020-07,Kurkino,SZAO,125,66
2020-07,Voykovsky,SAO,113,102
2020-07,Rostokino,SVAO,68,75
2020-07,Strogino,SZAO,162,74
2020-07,Fili-Davydkovo,ZAO,112,28
2020-07,Ivanovskoye,VAO,60,73
2020-07,Rogovskoye,TAO,38,13
2020-07,Dmitrovsky,SAO,146,89
2020-07,Lomonosovsky,YuZAO,179,43
2020-07,Moskovsky,NAO,139,112
2020-07,Cheryomushki,YuZAO,69,94
2020-07,Severny,SVAO,164,64
2020-07,Zapadnoye Degunino,SAO,108,45
2020-07,Marfino,SVAO,24,117
2020-07,Tagansky,CAO,63,87
2020-07,Novogireyevo,VAO,137,19
2020-07,Orekhovo-Borisovo Yuzhnoye,YuAO,70,54
2020-07,Beskudnikovsky,SAO,44,102
2020-07,Prospekt Vernadskogo,ZAO,67,28
2020-07,Shchukino,SZAO,195,18
2020-07,Presnensky,CAO,121,71
2020-07,Basmanny,CAO,90,96
2020-07,Koptevo,SAO,125,85
2020-07,Danilovsky,YuAO,25,46
2020-07,Biryulyovo Vostochnoye,YuAO,116,20
2020-07,Lianozovo,SVAO,146,67
2020-07,Novo-Peredelkino,ZAO,158,23
2020-07,Losinoostrovsky,SVAO,156,11
2020-07,Izmaylovo,VAO,125,106
2020-07,Yuzhnoye Tushino,SZAO,38,118
2020-07,Novokosino,VAO,167,102
2020-07,Biryulyovo Zapadnoye,YuAO,85,86
2020-07,Babushkinsky,SVAO,124,101
2020-07,Shchapovskoye,TAO,127,117
2020-07,Ochakovo-Matveyevskoye,ZAO,64,36
2020-07,Troparyovo-Nikulino,ZAO,39,43
2020-07,Dorogomilovo,ZAO,21,67
2020-07,Severnoye Izmaylovo,VAO,157,23
2020-07,Bogorodskoye,VAO,76,98
2020-07,Khamovniki,CAO,70,61
2020-07,Sokolinaya Gora,VAO,156,87
2020-07,Yakimanka,CAO,179,41
2020-07,Altufyevsky,SVAO,87,96
2020-07,Kievsky,TAO,70,76
2020-07,Metrogorodok,VAO,101,76
2020-07,Filyovsky Park,ZAO,51,64
2020-07,Molzhaninovsky,SAO,181,105
2020-07,Sokol,SAO,167,65
2020-07,Orekhovo-Borisovo Severnoye,YuAO,38,29
2020-07,Ostankinsky,SVAO,103,61
2020-07,Yasenevo,YuZAO,50,51
2020-07,Konkovo,YuZAO,141,97
2020-07,Gagarinsky,YuZAO,196,10
2020-07,Brateyevo,YuAO,34,30
2020-07,Pokrovskoye-Streshnevo,SZAO,67,67
2020-07,Zamoskvorechye,CAO,34,24
2020-07,Preobrazhenskoye,VAO,88,62
2020-07,Ryazanovskoye,NAO,160,54
2020-07,Otradnoye,SVAO,159,37
2020-07,Vnukovskoye,NAO,145,10
2020-07,Zyuzino,YuZAO,129,34
2020-07,Vnukovo,ZAO,195,19
2020-07,Tsaritsyno,YuAO,177,78
2020-07,Akademichesky,YuZAO,85,40
2020-07,Butyrsky,SVAO,142,99
2020-07,Kuntsevo,ZAO,22,45
2020-07,Krasnopakhorskoye,TAO,115,17
2020-07,Mitino,SZAO,45,68
2020-07,Arbat,CAO,63,115
2020-07,Savyolovsky,SAO,20,116
2020-07,Begovoy,SAO,156,68
2020-07,Yaroslavsky,SVAO,103,54
2020-07,Vostochnoye Izmaylovo,VAO,97,10
2020-07,Krasnoselsky,CAO,54,39
2020-07,Krylatskoye,SZAO,187,79
2020-07,Severnoye Butovo,YuZAO,90,65
2020-07,Mikhaylovo-Yartsevskoye,TAO,105,20
2020-07,Desyonovskoye,NAO,49,54
2020-07,Timiryazevsky,SAO,81,26
2020-07,Bibirevo,SVAO,192,110
2020-07,Zyablikovo,YuAO,75,12
2020-07,Kokoshkino,NAO,99,12
2020-07,Novofyodorovskoye,TAO,181,30
2020-07,Voskresenskoye,NAO,145,72
2020-07,Klyonovskoye,TAO,188,115
2020-07,Veshnyaki,VAO,75,117
2020-07,Aeroport,SAO,20,71
2020-07,Vostochny,VAO,98,37
2020-07,Sviblovo,SVAO,75,75
2020-08,Sviblovo,SVAO,115,74
2020-08,Vnukovo,ZAO,111,21
2020-08,Tsaritsyno,YuAO,23,41
2020-08,Novofyodorovskoye,TAO,139,49
2020-08,Zamoskvorechye,CAO,169,91
2020-08,Troparyovo-Nikulino,ZAO,34,38
2020-08,Zapadnoye Degunino,SAO,198,94
2020-08,Khoroshyovsky,SAO,134,87
2020-08,Fili-Davydkovo,ZAO,31,47
2020-08,Marfino,SVAO,32,74
2020-08,Tagansky,CAO,188,63
2020-08,Dmitrovsky,SAO,121,39
2020-08,Sokol,SAO,135,50
2020-08,Severny,SVAO,179,111
2020-08,Aeroport,SAO,61,79
2020-08,Lomonosovsky,YuZAO,122,116
2020-08,Cheryomushki,YuZAO,131,30
2020-08,Bogorodskoye,VAO,20,43
2020-08,Sokolinaya Gora,VAO,112,92
2020-08,Moskovsky,NAO,23,38
2020-08,Mikhaylovo-Yartsevskoye,TAO,48,86
2020-08,Dorogomilovo,ZAO,79,19
2020-08,Severnoye Izmaylovo,VAO,33,57
2020-08,Gagarinsky,YuZAO,197,112
2020-08,Meshchansky,CAO,114,52
2020-08,Danilovsky,YuAO,20,67
2020-08,Voskresenskoye,NAO,140,31
2020-08,Ramenki,ZAO,74,115
2020-08,Mosrentgen,NAO,143,20
2020-08,Obruchevsky,YuZAO,101,66
2020-08,Nagatinsky Zaton,YuAO,193,14
2020-08,Altufyevsky,SVAO,137,12
2020-08,Sosenskoye,NAO,180,58
2020-08,Alekseevsky,SVAO,150,38
2020-08,Savyolovsky,SAO,96,110
2020-08,Severnoye Medvedkovo,SVAO,156,99
2020-08,Zyablikovo,YuAO,85,33
2020-08,Chertanovo Severnoye,YuAO,30,97
2020-08,Nagatino-Sadovniki,YuAO,99,96
2020-08,Ochakovo-Matveyevskoye,ZAO,57,44
2020-08,Kurkino,SZAO,72,34
2020-08,Rogovskoye,TAO,167,35
2020-08,Zyuzino,YuZAO,81,11
2020-08,Strogino,SZAO,71,114
2020-08,Voykovsky,SAO,146,39
2020-08,Voronovskoye,TAO,99,18
2020-08,Ryazanovskoye,NAO,58,49
2020-08,Pokrovskoye-Streshnevo,SZAO,130,60
2020-08,Presnensky,CAO,97,33
2020-08,Orekhovo-Borisovo Severnoye,YuAO,76,19
2020-08,Biryulyovo Zapadnoye,YuAO,135,64
2020-08,Izmaylovo,VAO,87,40
2020-08,Ostankinsky,SVAO,139,26
2020-08,Tyoply Stan,YuZAO,130,43
2020-08,Novogireyevo,VAO,166,15
2020-08,Yakimanka,CAO,37,17
2020-08,Shchukino,SZAO,49,51
2020-08,Donskoy,YuAO,141,116
2020-08,Shcherbinka,NAO,111,110
2020-08,Solntsevo,ZAO,114,20
2020-08,Maryina Roshcha,SVAO,23,59
2020-08,Metrogorodok,VAO,29,29
2020-08,Konkovo,YuZAO,151,106
2020-08,Chertanovo Yuzhnoye,YuAO,30,17
2020-08,Khamovniki,CAO,169,116
2020-08,Golyanovo,VAO,131,65
2020-08,Khoroshyovo-Mnyovniki,SZAO,163,89
2020-08,Moskvorechye-Saburovo,YuAO,57,113
2020-08,Filyovsky Park,ZAO,89,71
2020-08,Kievsky,TAO,42,101
2020-08,Kotlovka,YuZAO,96,106
2020-08,Khovrino,SAO,177,41
2020-08,Tverskoy,CAO,185,105
2020-08,Yasenevo,YuZAO,56,71
2020-08,Pervomayskoye,TAO,125,92
2020-08,Marushkinskoye,NAO,186,76
2020-08,Veshnyaki,VAO,157,39
2020-08,Yaroslavsky,SVAO,121,16
2020-08,Severnoye Butovo,YuZAO,59,99
2020-08,Kokoshkino,NAO,47,82
2020-08,Nagorny,YuAO,143,105
2020-08,Sokolniki,VAO,188,114
2020-08,Levoberezhny,SAO,121,49
2020-08,Krasnoselsky,CAO,40,38
2020-08,Begovoy,SAO,39,19
2020-08,Severnoye Tushino,SZAO,89,85
2020-08,Kosino-Ukhtomsky,VAO,155,18
2020-08,Rostokino,SVAO,77,43
2020-08,Yuzhnoye Butovo,YuZAO,92,87
2020-08,Perovo,VAO,156,72
2020-08,Timiryazevsky,SAO,43,89
2020-08,Mozhaysky,ZAO,34,47
2020-08,Golovinsky,SAO,119,24
2020-08,Zelenograd,ZelAO,26,67
2020-08,Mitino,SZAO,30,42
2020-08,Vostochny,VAO,50,37
2020-08,Klyonovskoye,TAO,198,88
2020-08,Vnukovskoye,NAO,195,91
2020-08,Novo-Peredelkino,ZAO,73,82
2020-08,Otradnoye,SVAO,25,88
2020-08,Krylatskoye,SZAO,71,80
2020-08,Yuzhnoye Tushino,SZAO,114,69
2020-08,Novokosino,VAO,103,69
2020-08,Molzhaninovsky,SAO,178,60
2020-08,Troitsk,TAO,156,91
2020-08,Babushkinsky,SVAO,162,24
2020-08,Losinoostrovsky,SVAO,64,90
2020-08,Ivanovskoye,VAO,169,89
2020-08,Arbat,CAO,73,114
2020-08,Shchapovskoye,TAO,187,78
2020-08,Vostochnoye Izmaylovo,VAO,128,22
2020-08,Chertanovo Tsentralnoye,YuAO,52,81
2020-08,Filimonkovskoye,NAO,70,95
2020-08,Desyonovskoye,NAO,197,60
2020-08,Bibirevo,SVAO,179,93
2020-08,Biryulyovo Vostochnoye,YuAO,139,94
2020-08,Prospekt Vernadskogo,ZAO,157,76
2020-08,Yuzhnoye Medvedkovo,SVAO,109,55
2020-08,Brateyevo,YuAO,99,117
2020-08,Kuntsevo,ZAO,104,93
2020-08,Lianozovo,SVAO,129,15
2020-08,Butyrsky,SVAO,176,106
2020-08,Orekhovo-Borisovo Yuzhnoye,YuAO,152,47
2020-08,Beskudnikovsky,SAO,105,36
2020-08,Basmanny,CAO,93,51
2020-08,Koptevo,SAO,165,40
2020-08,Krasnopakhorskoye,TAO,117,106
2020-08,Akademichesky,YuZAO,187,51
2020-08,Preobrazhenskoye,VAO,191,69
2020-09,Krylatskoye,SZAO,62,27
2020-09,Losinoostrovsky,SVAO,94,42
2020-09,Severnoye Butovo,YuZAO,33,30
2020-09,Khoroshyovo-Mnyovniki,SZAO,167,72
2020-09,Dmitrovsky,SAO,108,41
2020-09,Prospekt Vernadskogo,ZAO,128,56
2020-09,Altufyevsky,SVAO,71,95
2020-09,Sviblovo,SVAO,89,57
2020-09,Kosino-Ukhtomsky,VAO,110,95
2020-09,Marushkinskoye,NAO,107,49
2020-09,Ryazanovskoye,NAO,75,47
2020-09,Vnukovskoye,NAO,130,109
2020-09,Yuzhnoye Butovo,YuZAO,88,113
2020-09,Severnoye Tushino,SZAO,97,25
2020-09,Levoberezhny,SAO,25,94
2020-09,Otradnoye,SVAO,187,39
2020-09,Kokoshkino,NAO,94,115
2020-09,Yaroslavsky,SVAO,38,16
2020-09,Timiryazevsky,SAO,123,20
2020-09,Vostochny,VAO,194,98
2020-09,Mitino,SZAO,43,118
2020-09,Maryina Roshcha,SVAO,195,52
2020-09,Filyovsky Park,ZAO,142,86
2020-09,Yasenevo,YuZAO,31,28
2020-09,Kuntsevo,ZAO,137,39
2020-09,Butyrsky,SVAO,72,66
2020-09,Mozhaysky,ZAO,133,110
2020-09,Molzhaninovsky,SAO,41,25
2020-09,Vostochnoye Izmaylovo,VAO,187,65
2020-09,Desyonovskoye,NAO,164,91
2020-09,Bogorodskoye,VAO,194,113
2020-09,Bibirevo,SVAO,121,11
2020-09,Sokol,SAO,116,53
2020-09,Vnukovo,ZAO,165,12
2020-09,Troparyovo-Nikulino,ZAO,45,81
2020-09,Pokrovskoye-Streshnevo,SZAO,44,82
2020-09,Dorogomilovo,ZAO,125,37
2020-09,Ostankinsky,SVAO,46,41
2020-09,Voskresenskoye,NAO,197,17
2020-09,Savyolovsky,SAO,60,40
2020-09,Veshnyaki,VAO,82,48
2020-09,Rostokino,SVAO,126,113
2020-09,Alekseevsky,SVAO,132,31
2020-09,Mosrentgen,NAO,147,56
2020-09,Ramenki,ZAO,59,96
2020-09,Strogino,SZAO,118,79
2020-09,Shchukino,SZAO,79,110
2020-09,Ochakovo-Matveyevskoye,ZAO,180,83
2020-09,Izmaylovo,VAO,171,18
2020-09,Kurkino,SZAO,92,62
2020-09,Zapadnoye Degunino,SAO,26,90
2020-09,Moskovsky,NAO,88,35
2020-09,Severny,SVAO,157,15
2020-09,Khoroshyovsky,SAO,175,39
2020-09,Marfino,SVAO,27,102
2020-09,Fili-Davydkovo,ZAO,118,29
2020-09,Severnoye Medvedkovo,SVAO,83,103
2020-09,Ivanovskoye,VAO,198,34
2020-09,Babushkinsky,SVAO,113,16
2020-09,Yuzhnoye Tushino,SZAO,38,97
2020-09,Novo-Peredelkino,ZAO,149,106
2020-09,Cheryomushki,YuZAO,152,49
2020-09,Koptevo,SAO,65,103
2020-09,Lianozovo,SVAO,125,55
2020-09,Yuzhnoye Medvedkovo,SVAO,27,98
2020-09,Khovrino,SAO,28,105
2020-09,Golyanovo,VAO,172,43
2020-09,Tyoply Stan,YuZAO,47,112
2020-09,Solntsevo,ZAO,149,59
2020-09,Zelenograd,ZelAO,56,50
2020-09,Novokosino,VAO,169,84
2020-09,Filimonkovskoye,NAO,79,94
2020-09,Basmanny,CAO,47,47
2020-09,Konkovo,YuZAO,158,105
2020-09,Zyuzino,YuZAO,72,24
2020-09,Sosenskoye,NAO,141,101
2020-09,Obruchevsky,YuZAO,198,42
2020-09,Voronovskoye,TAO,198,32
2020-09,Tverskoy,CAO,176,10
2020-09,Mikhaylovo-Yartsevskoye,TAO,111,12
2020-09,Severnoye Izmaylovo,VAO,175,30
2020-09,Lomonosovsky,YuZAO,112,19
2020-09,Begovoy,SAO,135,45
2020-09,Meshchansky,CAO,153,43
2020-09,Rogovskoye,TAO,78,45
2020-09,Tagansky,CAO,135,58
2020-09,Kievsky,TAO,66,16
2020-09,Krasnoselsky,CAO,34,32
2020-09,Shchapovskoye,TAO,32,62
2020-09,Chertanovo Severnoye,YuAO,198,117
2020-09,Metrogorodok,VAO,152,98
2020-09,Brateyevo,YuAO,161,99
2020-09,Danilovsky,YuAO,118,45
2020-09,Nagatino-Sadovniki,YuAO,95,119
2020-09,Biryulyovo Vostochnoye,YuAO,92,110
2020-09,Voykovsky,SAO,152,51
2020-09,Nagatinsky Zaton,YuAO,56,60
2020-09,Akademichesky,YuZAO,147,116
2020-09,Pervomayskoye,TAO,169,58
2020-09,Biryulyovo Zapadnoye,YuAO,130,99
2020-09,Moskvorechye-Saburovo,YuAO,144,97
2020-09,Presnensky,CAO,198,71
2020-09,Khamovniki,CAO,72,50
2020-09,Preobrazhenskoye,VAO,196,113
2020-09,Aeroport,SAO,199,63
2020-09,Zyablikovo,YuAO,154,88
2020-09,Krasnopakhorskoye,TAO,163,99
2020-09,Novofyodorovskoye,TAO,62,25
2020-09,Novogireyevo,VAO,24,77
2020-09,Orekhovo-Borisovo Severnoye,YuAO,55,99
2020-09,Nagorny,YuAO,73,30
2020-09,Arbat,CAO,148,42
2020-09,Chertanovo Tsentralnoye,YuAO,140,13
2020-09,Yakimanka,CAO,110,100
2020-09,Beskudnikovsky,SAO,112,76
2020-09,Perovo,VAO,105,28
2020-09,Shcherbinka,NAO,31,102
2020-09,Sokolniki,VAO,99,39
2020-09,Golovinsky,SAO,188,90
2020-09,Donskoy,YuAO,131,29
2020-09,Klyonovskoye,TAO,196,69
2020-09,Sokolinaya Gora,VAO,116,46
2020-09,Orekhovo-Borisovo Yuzhnoye,YuAO,145,109
2020-09,Tsaritsyno,YuAO,196,98
2020-09,Gagarinsky,YuZAO,171,43
2020-09,Chertanovo Yuzhnoye,YuAO,26,56
2020-09,Zamoskvorechye,CAO,37,27
2020-09,Troitsk,TAO,111,55
2020-09,Kotlovka,YuZAO,85,46
2020-10,Novofyodorovskoye,TAO,100,57
2020-10,Marushkinskoye,NAO,58,77
2020-10,Meshchansky,CAO,187,31
2020-10,Kotlovka,YuZAO,71,46
2020-10,Yuzhnoye Butovo,YuZAO,126,68
2020-10,Perovo,VAO,129,114
2020-10,Moskovsky,NAO,47,63
2020-10,Krasnopakhorskoye,TAO,60,21
2020-10,Otradnoye,SVAO,197,98
2020-10,Lomonosovsky,YuZAO,70,52
2020-10,Ramenki,ZAO,87,117
2020-10,Preobrazhenskoye,VAO,129,93
2020-10,Klyonovskoye,TAO,93,104
2020-10,Khamovniki,CAO,195,54
2020-10,Yuzhnoye Medvedkovo,SVAO,67,40
2020-10,Shcherbinka,NAO,42,79
2020-10,Basmanny,CAO,43,12
2020-10,Pervomayskoye,TAO,60,11
2020-10,Molzhaninovsky,SAO,80,102
2020-10,Nagatinsky Zaton,YuAO,104,32
2020-10,Sviblovo,SVAO,197,103
2020-10,Kuntsevo,ZAO,185,19
2020-10,Akademichesky,YuZAO,150,19
2020-10,Tyoply Stan,YuZAO,54,24
2020-10,Golyanovo,VAO,80,56
2020-10,Zamoskvorechye,CAO,184,73
2020-10,Rostokino,SVAO,151,78
2020-10,Ochakovo-Matveyevskoye,ZAO,79,59
2020-10,Zyablikovo,YuAO,142,40
2020-10,Vostochny,VAO,167,51
2020-10,Timiryazevsky,SAO,96,19
2020-10,Tverskoy,CAO,36,77
2020-10,Cheryomushki,YuZAO,23,69
2020-10,Begovoy,SAO,63,88
2020-10,Strogino,SZAO,164,68
2020-10,Kokoshkino,NAO,198,81
2020-10,Altufyevsky,SVAO,94,96
2020-10,Ostankinsky,SVAO,131,105
2020-10,Kievsky,TAO,140,111
2020-10,Koptevo,SAO,115,22
2020-10,Troparyovo-Nikulino,ZAO,177,111
2020-10,Butyrsky,SVAO,71,52
2020-10,Marfino,SVAO,31,91
2020-10,Krasnoselsky,CAO,101,99
2020-10,Yaroslavsky,SVAO,34,84
2020-10,Shchapovskoye,TAO,57,62
2020-10,Mozhaysky,ZAO,113,119
2020-10,Zelenograd,ZelAO,29,45
2020-10,Yasenevo,YuZAO,109,66
2020-10,Filimonkovskoye,NAO,142,14
2020-10,Fili-Davydkovo,ZAO,36,55
2020-10,Tsaritsyno,YuAO,92,88
2020-10,Konkovo,YuZAO,173,49
2020-10,Lianozovo,SVAO,62,113
2020-10,Ivanovskoye,VAO,155,51
2020-10,Khovrino,SAO,21,29
2020-10,Kurkino,SZAO,186,59
2020-10,Voronovskoye,TAO,127,95
2020-10,Biryulyovo Zapadnoye,YuAO,72,78
2020-10,Shchukino,SZAO,127,65
2020-10,Levoberezhny,SAO,22,113
2020-10,Sokolniki,VAO,31,49
2020-10,Chertanovo Yuzhnoye,YuAO,184,46
2020-10,Beskudnikovsky,SAO,89,26
2020-10,Novokosino,VAO,169,75
2020-10,Orekhovo-Borisovo Severnoye,YuAO,112,107
2020-10,Savyolovsky,SAO,108,119
